ocid,id,tender/id,tender/documents/0/id,tender/documents/0/documentType,tender/documents/0/description,tender/documents/0/datePublished,tender/documents/0/format,tender/documents/0/url,tender/documents/0/title
ocds-lcuori-wrVn3r-LP-34-2014-2,ocds-lcuori-wrVn3r-LP-34-2014-2/3,wrVn3r-LP-34-2014-2,51897,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-24T15:05:40.903000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic99LP-34-2014602-ActadeRecepcionyAperturadeOfertas.docx,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2,ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2/4,Er6dMG-PROMEF-BM-LPN-001-2014-2,51062,tenderNotice,Aviso de Prensa,2014-08-29T12:57:59.777000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic663PROMEF-BM-LPN-001-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2,ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2/4,Er6dMG-PROMEF-BM-LPN-001-2014-2,51063,biddingDocuments,Pliego o Terminos de Referencia,2014-08-29T12:58:19.910000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic663PROMEF-BM-LPN-001-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2,ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2/4,Er6dMG-PROMEF-BM-LPN-001-2014-2,52024,clarifications,Aclaratoria,2014-09-29T11:29:52.780000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic663PROMEF-BM-LPN-001-2014502-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2,ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2/4,Er6dMG-PROMEF-BM-LPN-001-2014-2,52095,clarifications,Aclaratoria,2014-09-30T11:26:19.787000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic663PROMEF-BM-LPN-001-2014503-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2,ocds-lcuori-Er6dMG-PROMEF-BM-LPN-001-2014-2/4,Er6dMG-PROMEF-BM-LPN-001-2014-2,52262,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-03T12:12:43.150000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic663PROMEF-BM-LPN-001-2014604-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-JLKQxR-LP.018-14-2,ocds-lcuori-JLKQxR-LP.018-14-2/3,JLKQxR-LP.018-14-2,51058,tenderNotice,Aviso de Prensa,2014-08-29T12:44:17.297000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic79LP.018-14100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-JLKQxR-LP.018-14-2,ocds-lcuori-JLKQxR-LP.018-14-2/3,JLKQxR-LP.018-14-2,51089,biddingDocuments,Pliego o Terminos de Referencia,2014-09-01T10:50:20.310000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic79LP.018-14201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-JLKQxR-LP.018-14-2,ocds-lcuori-JLKQxR-LP.018-14-2/3,JLKQxR-LP.018-14-2,52892,cancellationDetails,Declaratoria de Proceso Desierto,2014-10-17T09:19:39.957000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic79LP.018-141102-DeclaratoriadeProcesoDesierto.jpg,Declaratoria de Proceso Desierto
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,51064,tenderNotice,Aviso de Prensa,2014-08-29T14:08:30.563000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,51065,biddingDocuments,Pliego o Terminos de Referencia,2014-08-29T14:08:54.970000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,52148,x_amendment,Enmienda o Adendum,2014-09-30T17:16:43.187000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20404-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,51824,clarifications,Aclaratoria,2014-09-23T12:21:26.650000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20502-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,52021,clarifications,Aclaratoria,2014-09-29T10:47:23.387000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20503-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,52269,clarifications,Aclaratoria,2014-10-03T15:52:10.350000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20505-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,52495,clarifications,Aclaratoria,2014-10-08T16:56:49.590000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20506-Aclaratoria.pdf,Aclaratoria
ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2,ocds-lcuori-2LA2EG-SE-D-LPN-003-2014 -2/4,2LA2EG-SE-D-LPN-003-2014 -2,52884,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-16T18:30:05.723000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic737SE-D-LPN-003-2014%20607-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52905,tenderNotice,Aviso de Prensa,2014-10-17T11:56:08.443000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014100-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52906,tenderNotice,Aviso de Prensa,2014-10-17T11:56:49.673000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014101-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52907,tenderNotice,Aviso de Prensa,2014-10-17T11:57:09.960000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014102-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52908,tenderNotice,Aviso de Prensa,2014-10-17T11:57:57.703000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014103-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52909,tenderNotice,Aviso de Prensa,2014-10-17T11:58:18.487000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014104-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52910,tenderNotice,Aviso de Prensa,2014-10-17T11:59:04.520000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014105-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52911,tenderNotice,Aviso de Prensa,2014-10-17T11:59:57.367000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014106-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52912,tenderNotice,Aviso de Prensa,2014-10-17T12:00:29.413000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014107-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,52915,tenderNotice,Aviso de Prensa,2014-10-17T12:01:08.843000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014107-AvisodePrensa.jpg,Aviso de Prensa
ocds-lcuori-kG17Xr-07-2014-2,ocds-lcuori-kG17Xr-07-2014-2/3,kG17Xr-07-2014-2,53932,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-11-12T15:04:36.477000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic62607-2014607-ActadeRecepcionyAperturadeOfertas.jpg,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,51066,tenderNotice,Aviso de Prensa,2014-08-29T16:43:36.340000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-03-FM-45-AMDC-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,51068,biddingDocuments,Pliego o Terminos de Referencia,2014-08-29T17:35:12.360000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-03-FM-45-AMDC-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,51533,x_amendment,Enmienda o Adendum,2014-09-12T14:05:41.783000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-03-FM-45-AMDC-2014402-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,51689,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-18T12:19:58.377000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-03-FM-45-AMDC-2014603-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-03-FM-45-AMDC-2014-2/3,2LmqDL-LPrNO-03-FM-45-AMDC-2014-2,55925,cancellationDetails,Declaratoria de Proceso Fracasado,2015-01-22T11:41:12.337000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-03-FM-45-AMDC-20141004-DeclaratoriadeProcesoFracasado.pdf,Declaratoria de Proceso Fracasado
ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2/3,2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,51091,tenderNotice,Aviso de Prensa,2014-09-01T10:56:37.173000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-29-FM-40-AMDC-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2/3,2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,51103,biddingDocuments,Pliego o Terminos de Referencia,2014-09-01T15:23:30.257000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-29-FM-40-AMDC-2014201-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2/3,2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,54993,x_amendment,Enmienda o Adendum,2014-12-09T14:50:18.813000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-29-FM-40-AMDC-2014402-EnmiendaoAdendum.pdf,Enmienda o Adendum
ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,ocds-lcuori-2LmqDL-LPrNO-29-FM-40-AMDC-2014-2/3,2LmqDL-LPrNO-29-FM-40-AMDC-2014-2,54994,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-12-09T14:53:23.640000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic221LPrNO-29-FM-40-AMDC-2014603-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2/3,orvPDG-LP-027-ONCAE-2014-2,51084,tenderNotice,Aviso de Prensa,2014-09-01T10:17:01.787000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic95LP-027-ONCAE-2014100-AvisodePrensa.docx,Aviso de Prensa
ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2/3,orvPDG-LP-027-ONCAE-2014-2,51085,biddingDocuments,Pliego o Terminos de Referencia,2014-09-01T10:17:13.410000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic95LP-027-ONCAE-2014201-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2,ocds-lcuori-orvPDG-LP-027-ONCAE-2014-2/3,orvPDG-LP-027-ONCAE-2014-2,51416,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-09T11:48:19.137000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic95LP-027-ONCAE-2014602-ActadeRecepcionyAperturadeOfertas.tif,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2,ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2/3,grxq2L-LPN-DEI-DA-012-2014-2,54725,tenderNotice,Aviso de Prensa,2014-12-01T15:57:02.803000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic709LPN-DEI-DA-012-2014100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2,ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2/3,grxq2L-LPN-DEI-DA-012-2014-2,54730,biddingDocuments,Pliego o Terminos de Referencia,2014-12-01T16:19:28.790000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic709LPN-DEI-DA-012-2014201-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2,ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2/3,grxq2L-LPN-DEI-DA-012-2014-2,55646,clarifications,Aclaratoria,2014-12-30T16:15:16.330000-06:00,image/tiff,http://h1.honducompras.gob.hn/Docs/Lic709LPN-DEI-DA-012-2014502-Aclaratoria.tif,Aclaratoria
ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2,ocds-lcuori-grxq2L-LPN-DEI-DA-012-2014-2/3,grxq2L-LPN-DEI-DA-012-2014-2,55729,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2015-01-12T09:04:15.430000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic709LPN-DEI-DA-012-2014603-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-lRo9xL-LP-15-2014-2,ocds-lcuori-lRo9xL-LP-15-2014-2/3,lRo9xL-LP-15-2014-2,51117,biddingDocuments,Pliego o Terminos de Referencia,2014-09-01T21:49:49.693000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic101LP-15-2014200-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-lRo9xL-LP-15-2014-2,ocds-lcuori-lRo9xL-LP-15-2014-2/3,lRo9xL-LP-15-2014-2,51817,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-23T10:06:23.083000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic101LP-15-2014601-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-mGEvMR-LPRIV-09-2014-2,ocds-lcuori-mGEvMR-LPRIV-09-2014-2/3,mGEvMR-LPRIV-09-2014-2,52862,biddingDocuments,Pliego o Terminos de Referencia,2014-10-16T11:12:31.153000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV-09-2014200-PliegooTerminosdeReferencia.docx,Pliego o Terminos de Referencia
ocds-lcuori-mGEvMR-LPRIV-09-2014-2,ocds-lcuori-mGEvMR-LPRIV-09-2014-2/3,mGEvMR-LPRIV-09-2014-2,52864,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-16T11:42:25.903000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic86LPRIV-09-2014601-ActadeRecepcionyAperturadeOfertas.JPG,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-yRlaDr-08-2014-2,ocds-lcuori-yRlaDr-08-2014-2/3,yRlaDr-08-2014-2,51217,biddingDocuments,Pliego o Terminos de Referencia,2014-09-04T11:20:11.383000-06:00,application/vnd.openxmlformats-officedocument.wordprocessingml.document,http://h1.honducompras.gob.hn/Docs/Lic7608-2014200-PliegooTerminosdeReferencia.doc,Pliego o Terminos de Referencia
ocds-lcuori-yRlaDr-08-2014-2,ocds-lcuori-yRlaDr-08-2014-2/3,yRlaDr-08-2014-2,51222,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-09-04T14:22:15.823000-06:00,image/jpeg,http://h1.honducompras.gob.hn/Docs/Lic7608-2014601-ActadeRecepcionyAperturadeOfertas.jpg,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-1Ra6lr-LPN-001-2014-2,ocds-lcuori-1Ra6lr-LPN-001-2014-2/3,1Ra6lr-LPN-001-2014-2,51549,tenderNotice,Aviso de Prensa,2014-09-12T15:43:04.850000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic47LPN-001-2014101-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-1Ra6lr-LPN-001-2014-2,ocds-lcuori-1Ra6lr-LPN-001-2014-2/3,1Ra6lr-LPN-001-2014-2,51221,biddingDocuments,Pliego o Terminos de Referencia,2014-09-04T13:59:17.130000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic47LPN-001-2014200-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-1Ra6lr-LPN-001-2014-2,ocds-lcuori-1Ra6lr-LPN-001-2014-2/3,1Ra6lr-LPN-001-2014-2,53121,x_recordOpeningTendersReceived,Acta de Recepcion y Apertura de Ofertas,2014-10-21T14:46:44.373000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic47LPN-001-2014602-ActadeRecepcionyAperturadeOfertas.pdf,Acta de Recepcion y Apertura de Ofertas
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51239,tenderNotice,Aviso de Prensa,2014-09-05T09:07:09.423000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG100-AvisodePrensa.pdf,Aviso de Prensa
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51244,biddingDocuments,Pliego o Terminos de Referencia,2014-09-05T09:11:35.540000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG204-PliegooTerminosdeReferencia.pdf,Pliego o Terminos de Referencia
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51767,x_amendment,Enmienda o Adendum,2014-09-19T15:19:51.363000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG405-EnmiendaoAdendum.PDF,Enmienda o Adendum
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51798,clarifications,Aclaratoria,2014-09-22T11:06:44.353000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG507-Aclaratoria.PDF,Aclaratoria
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,53228,cancellationDetails,Declaratoria de Proceso Desierto,2014-10-23T11:32:30.983000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG1107-DeclaratoriadeProcesoDesierto.PDF,Declaratoria de Proceso Desierto
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51241,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-05T09:08:16.247000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG1402-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51242,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-05T09:08:31.757000-06:00,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG1403-AnexosalPliego.xls,Anexos al Pliego 
ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,ocds-lcuori-orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2/4,orvovL-LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG-2,51243,x_solicitationDocumentAnnexe,Anexos al Pliego ,2014-09-05T09:10:11.813000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic151LPN-UNAH-SEAPI-NO.1-2014-CUARTO-MAQUINAS-ODONTOLOG1404-AnexosalPliego.pdf,Anexos al Pliego 
ocds-lcuori-grxq2L-LP-DEI-DA-001-2014-2,ocds-lcuori-grxq2L-LP-DEI-DA-001-2014-2/3,grxq2L-LP-DEI-DA-001-2014-2,51245,tenderNotice,Aviso de Prensa,2014-09-05T09:19:40.863000-06:00,application/pdf,http://h1.honducompras.gob.hn/Docs/Lic709LP-DEI-DA-001-2014100-AvisodePrensa.pdf,Aviso de Prensa
