ocid,id,publisher/name,tag,tender/id,tender/localProcurementCategory,tender/procurementMethod,tender/procurementMethodDetails,language,initiationType,date,buyer/id,buyer/name
ocds-lcuori-234457,ocds-lcuori-234457/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234457,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T18:18:51-06:00,lzlBXK-byP1K8-wrLGQK,Fundacion de Apoyo y Vigilancia Pro Mejoramiento Hospital San Lorenzo
ocds-lcuori-234458,ocds-lcuori-234458/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234458,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T20:09:32-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234459,ocds-lcuori-234459/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234459,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T20:18:52-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234460,ocds-lcuori-234460/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234460,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T20:22:40-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234461,ocds-lcuori-234461/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234461,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T20:49:08-06:00,lzlBXK-byP1K8-wrLGQK,Fundacion de Apoyo y Vigilancia Pro Mejoramiento Hospital San Lorenzo
ocds-lcuori-234462,ocds-lcuori-234462/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234462,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T20:51:52-06:00,lzlBXK-byP1K8-wrLGQK,Fundacion de Apoyo y Vigilancia Pro Mejoramiento Hospital San Lorenzo
ocds-lcuori-234557,ocds-lcuori-234557/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234557,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T09:22:10-06:00,wrLGBK-byP1K8-by4Gzd,GERENCIA ADMINISTRATIVA Y FINANCIERA
ocds-lcuori-234558,ocds-lcuori-234558/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234558,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T09:42:49-06:00,lzlBXK-ZK59Kp-RKZayY,REGION DEPARTAMENTAL DE SALUD DE COPAN No. 4
ocds-lcuori-234559,ocds-lcuori-234559/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234559,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T10:08:41-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234560,ocds-lcuori-234560/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234560,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T10:43:27-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234561,ocds-lcuori-234561/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234561,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T11:07:18-06:00,nz04Yz-byP1K8-7zv2zR,TRANSPARENCIA Y MODERNIZACION DEL ESTADO
ocds-lcuori-234562,ocds-lcuori-234562/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234562,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T11:49:51-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234563,ocds-lcuori-234563/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234563,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T11:50:53-06:00,ero6KM-byP1K8-byP1K8,DIRECCION DE ADMINISTRACION
ocds-lcuori-234564,ocds-lcuori-234564/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234564,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T11:54:53-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234565,ocds-lcuori-234565/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234565,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:03:39-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234566,ocds-lcuori-234566/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234566,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:13:54-06:00,NzBWWy-byP1K8-5y2ZyN,UNIVERSIDAD DE DEFENSA DE HONDURAS
ocds-lcuori-234567,ocds-lcuori-234567/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234567,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:26:28-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234568,ocds-lcuori-234568/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234568,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:35:35-06:00,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-234569,ocds-lcuori-234569/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234569,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:41:42-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234570,ocds-lcuori-234570/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234570,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:41:58-06:00,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-234571,ocds-lcuori-234571/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234571,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:42:24-06:00,7rEMr2-byP1K8-by4Gzd,"Cuerpo de Bomberos Catacamas, Olancho"
ocds-lcuori-234464,ocds-lcuori-234464/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234464,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T09:16:41-06:00,byP0Ey-byP1K8-7zv2zR,DIVISION DE ADMINISTRACION
ocds-lcuori-234572,ocds-lcuori-234572/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234572,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:44:07-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234465,ocds-lcuori-234465/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234465,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T10:03:48-06:00,lzlBXK-7zv2zR-by4Gzd,DIRECCION HOSPITAL SANTA TERESA
ocds-lcuori-234573,ocds-lcuori-234573/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234573,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T12:44:49-06:00,gywern-byP1K8-6Kdoye,GERENCIA ADMINISTRATIVA
ocds-lcuori-234466,ocds-lcuori-234466/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234466,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T10:05:14-06:00,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-234467,ocds-lcuori-234467/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234467,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T10:32:38-06:00,lzlBXK-JyjxrP-VyOdKM,DIRECCION HOSPITAL DE TELA
ocds-lcuori-234468,ocds-lcuori-234468/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234468,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T10:43:12-06:00,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-234574,ocds-lcuori-234574/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234574,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T15:11:20-06:00,lzlBXK-lzWOzp-az8Qyd,DIRECCION HOSPITAL SALVADOR PAREDES
ocds-lcuori-234469,ocds-lcuori-234469/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234469,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T11:31:35-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234575,ocds-lcuori-234575/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234575,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T15:21:14-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234470,ocds-lcuori-234470/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234470,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T11:42:16-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234576,ocds-lcuori-234576/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234576,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T15:40:23-06:00,NzBWWy-by4Gzd-RyYNKL,PAGADURIA ESTADO MAYOR CONJUNTO
ocds-lcuori-234471,ocds-lcuori-234471/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234471,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T11:47:37-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234577,ocds-lcuori-234577/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234577,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T15:40:42-06:00,NzBWWy-by4Gzd-RyYNKL,PAGADURIA ESTADO MAYOR CONJUNTO
ocds-lcuori-234472,ocds-lcuori-234472/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234472,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T11:59:57-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234578,ocds-lcuori-234578/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234578,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T15:55:14-06:00,NzBWWy-by4Gzd-RyYNKL,PAGADURIA ESTADO MAYOR CONJUNTO
ocds-lcuori-234473,ocds-lcuori-234473/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234473,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T12:04:05-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234579,ocds-lcuori-234579/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234579,goodsOrServices,open,Convenio Marco,es,tender,2020-03-31T17:43:14-06:00,lzlBXK-OzGAKn-5zp8zA,DIRECCION HOSPITAL MANUEL DE JESUS SUBIRANA
ocds-lcuori-234474,ocds-lcuori-234474/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234474,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T12:09:10-06:00,lzlBXK-2rRMKL-nz0RKj,DIRECCION DEPARTAMENTAL DE FRANCISCO MORAZAN
ocds-lcuori-234475,ocds-lcuori-234475/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234475,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T14:29:29-06:00,lzlBXK-PKJ7rO-5y2ZyN,DIRECCION HOSPITAL ANIBAL MURILLO ESCOBAR
ocds-lcuori-234476,ocds-lcuori-234476/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234476,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T15:44:41-06:00,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-234477,ocds-lcuori-234477/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234477,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T16:02:59-06:00,gywRvz-byP1K8-wr13yl,GERENCIA ADMINISTRATIVA
ocds-lcuori-234478,ocds-lcuori-234478/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234478,goodsOrServices,open,Convenio Marco,es,tender,2020-03-24T16:41:00-06:00,lzlBXK-byP1K8-wrLGQK,Fundacion de Apoyo y Vigilancia Pro Mejoramiento Hospital San Lorenzo
ocds-lcuori-234448,ocds-lcuori-234448/2-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234448,goodsOrServices,open,Convenio Marco,es,tender,2020-03-23T12:59:21-06:00,KdEgbr-byP1K8-byP1K8,Compras y Contrataciones
ocds-lcuori-234486,ocds-lcuori-234486/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234486,goodsOrServices,open,Convenio Marco,es,tender,2020-03-25T10:24:45-06:00,7rEMr2-byP1K8-VzaYzq,Gerencia de Negocios
ocds-lcuori-234487,ocds-lcuori-234487/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234487,goodsOrServices,open,Convenio Marco,es,tender,2020-03-25T10:36:06-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-234488,ocds-lcuori-234488/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234488,goodsOrServices,open,Convenio Marco,es,tender,2020-03-25T12:10:26-06:00,KdEgbr-byP1K8-byP1K8,Compras y Contrataciones
ocds-lcuori-234489,ocds-lcuori-234489/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234489,goodsOrServices,open,Convenio Marco,es,tender,2020-03-25T15:48:51-06:00,lzlBXK-VyOdKM-lzWOzp,DIRECCION HOSPITAL SAN FRANCISCO
ocds-lcuori-234490,ocds-lcuori-234490/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234490,goodsOrServices,open,Convenio Marco,es,tender,2020-03-25T17:44:58-06:00,nz0ARy-byP1K8-NzBWyw,GERENCIA ADMINISTRATIVA
ocds-lcuori-234491,ocds-lcuori-234491/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234491,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T10:03:24-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-234492,ocds-lcuori-234492/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234492,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T10:46:21-06:00,lzlBXK-NzBWyw-byP1K8,DIRECCION HOSPITAL ESCUELA
ocds-lcuori-234493,ocds-lcuori-234493/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234493,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T10:55:03-06:00,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-234494,ocds-lcuori-234494/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234494,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T11:21:57-06:00,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-234495,ocds-lcuori-234495/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234495,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T11:31:05-06:00,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-234496,ocds-lcuori-234496/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234496,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T11:48:00-06:00,VyMaoy-byP1K8-byQqyG,Unidad Central
ocds-lcuori-234497,ocds-lcuori-234497/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234497,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T12:35:24-06:00,lzlBXK-byQqyG-qyVbya,DIRECCION HOSPITAL DE PUERTO CORTES
ocds-lcuori-234498,ocds-lcuori-234498/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234498,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T14:12:08-06:00,KdEgbr-byP1K8-byP1K8,Compras y Contrataciones
ocds-lcuori-234499,ocds-lcuori-234499/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234499,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T14:35:07-06:00,KdEgbr-byP1K8-byP1K8,Compras y Contrataciones
ocds-lcuori-234500,ocds-lcuori-234500/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234500,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T14:41:07-06:00,KdEgbr-byP1K8-byP1K8,Compras y Contrataciones
ocds-lcuori-234501,ocds-lcuori-234501/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234501,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T15:37:25-06:00,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-234502,ocds-lcuori-234502/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234502,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T15:46:24-06:00,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-234503,ocds-lcuori-234503/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234503,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T15:55:52-06:00,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-234504,ocds-lcuori-234504/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234504,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T15:59:17-06:00,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-234505,ocds-lcuori-234505/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234505,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T16:03:29-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234506,ocds-lcuori-234506/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234506,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T16:22:01-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234507,ocds-lcuori-234507/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234507,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T16:35:57-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234508,ocds-lcuori-234508/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234508,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T16:37:06-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234509,ocds-lcuori-234509/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234509,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T16:45:19-06:00,lzlBXK-lzlXz1-JyjxrP,DIRECCION HOSPITAL SAN ISIDRO
ocds-lcuori-234510,ocds-lcuori-234510/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234510,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T17:01:17-06:00,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-234511,ocds-lcuori-234511/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234511,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T17:04:43-06:00,BzXX7z-byP1K8-byP1K8,SECRETARIA DE ESTADO
ocds-lcuori-234512,ocds-lcuori-234512/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234512,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T17:11:05-06:00,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-234513,ocds-lcuori-234513/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234513,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T17:16:24-06:00,wrLvdy-byP1K8-by4Gzd,ADMINISTRATIVO
ocds-lcuori-234514,ocds-lcuori-234514/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234514,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T20:58:58-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
ocds-lcuori-234515,ocds-lcuori-234515/1-contract,Oficina Normativa de Contratación y Adquisiciones del Estado (ONCAE) / Honduras,contract,234515,goodsOrServices,open,Convenio Marco,es,tender,2020-03-26T21:01:58-06:00,lzlBXK-byP1K8-NzBWJy,"Fundacion Amigos del Hospital Maria, Especialidades Pediatria"
