ocid,id,awards/0/id,awards/0/items/0/id,awards/0/items/0/description,awards/0/items/0/unit/name,awards/0/items/0/unit/value/amount,awards/0/items/0/quantity,awards/0/items/0/classification/id,awards/0/items/0/classification/description,awards/0/items/0/classification/scheme
ocds-lcuori-PLeQ0L-CM-MEP-16-20-1,ocds-lcuori-PLeQ0L-CM-MEP-16-20-1/3,PLeQ0L-CM-MEP-16-20-1,PLeQ0LCM-MEP-16-201624554,SÍRVASE CONTRATAR PARA CIERRE DE FERIA EN ARENA BLANCA LA CUAL SE REALIZARA EL DÍA 28 DE ENERO 2020 DE 8:00 P.M. A 1:00 P.M. 1 GRUPO MUSICAL,Unidad,40999.9955,1.0,60131003,Órganos musicales,UNSPSC
ocds-lcuori-PR8Q5r-18-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-18-CM-IHT-2020-1/4,PR8Q5r-18-CM-IHT-2020-1,PR8Q5r18-CM-IHT-20201624557,Solicitud de suscripción del Diario Oficial La Gaceta en digital a partir del 02 de Enero al 31 de Diciembre del año 2020,Unidad,2000.0,1.0,55101504,Periódicos o diarios,UNSPSC
ocds-lcuori-MrMMAr-CM-99 BOMBEROS OCOTEPEQUE 2020-1,ocds-lcuori-MrMMAr-CM-99 BOMBEROS OCOTEPEQUE 2020-1/5,MrMMAr-CM-99 BOMBEROS OCOTEPEQUE 2020-1,MrMMArCM-99 BOMBEROS OCOTEPEQUE 20201624559,"ABASTECIMIENTO DE 200 BOTELLONES DE AGUA PURIFICADA DE 5 GALONES PARA CONSUMO DE PERSONAL DE BOMBEROS OCOTEPEQUE, QUE SERÁN DISTRIBUIDOS EN UN APROXIMADO DE 4 A 5 BOTELLONES POR SEMANA DEL PERIODO DE ENERO A DICIEMBRE DEL 2020",Galon,4000.0,1.0,50202301,Agua purificada,UNSPSC
ocds-lcuori-JL7JBr-CM-09-HBCBHR-2020-1,ocds-lcuori-JL7JBr-CM-09-HBCBHR-2020-1/4,JL7JBr-CM-09-HBCBHR-2020-1,JL7JBrCM-09-HBCBHR-20201624593,"Compra de llantas y ri para la unidad HRB-24A901, camion tipo ambulancia marca Chevrolet, año 2013 del Cuerpo de Bomberos de Roatan.
Mayor información comunicarse al +504 3191-6329 o al correo administracion.roatan@bomberos.hn con el Lic. Edwin Lopez.",Unidad,20404.335000000003,1.0,25171901,Llantas y rines para automóviles,UNSPSC
ocds-lcuori-MrMPYR-006-2020-1,ocds-lcuori-MrMPYR-006-2020-1/3,MrMPYR-006-2020-1,MrMPYR006-20201624608,"	Servicio de alimentacion y apoyo logistico para 22 personas, con motivo de desarrollar la reunion del Comité de Gestion y Resolucion de Crisis, según detalle:		
1	Alquiler de SALON con amplio espacio por dos dias con capacidad para 22 personas, acondicionado de la siguiente forma: 	2	dias
	*Sillas  y mesas para todos los participantes, con montaje tipo U		
	* Banderas de Honduras, Guatemala, El Salvador, Costa Rica, Nicaragua, Panama, Republica Dominicana y Colombia.		
2	Almuerzo uno diario por persona, que incluya postre y refresco (22 por dia)	44	Unidad
3	Coffe Break de 3 boquitas y jugo, por persona en la mañana (22 diarios)	44	Unidad
4	Coffe Break de 3 boquitas y refresco por persona en la tarde (22 diarios)	44	Unidad
5	Estacion de Agua y Café permanente (una diaria)	2	dias
6	Servicio de Meseros		
	Apoyo Logistico:		
7	* Audio (Sonido)  (uno diario)	2	Unidad
8	* Microfono inalambrico, (2 diarios) 	4	Unidad
9	*Microfono de solapa (1 diario)	2	unidad
10	* Pantalla Grande, (una diaria)	2	Unidad
11	* Data Show, (uno diario)	2	Unidad
12	* Puntero con avanzador automatico de filminas, (uno diario)	2	unidad
13	*Regletas para conexión de 22 computadoras diarias	2	dias
14	*Servicios de internet para los 22 participantes (diario) debera tener sufuciente cobertura y de alta calidad, para poder llevar a cabo video conferencias.	2	dias
15	*Rotafolio (uno diario)	2	Unidad
16	*Podium (uno diario)	2	Unidad
17	* Impresora (una diaria)	2	Unidad
18	*Cabina para uso de interprete, una diaria	2	Unidad
			
	Fecha del evento: 06 y 07 de febrero, 2020		
	Horario: 8:00 a.m. a 5:00 pm.		
",Unidad,61162.4,1.0,90111501,Servicios de hoteles,UNSPSC
ocds-lcuori-jRDA5r-SOLICITUD75-1,ocds-lcuori-jRDA5r-SOLICITUD75-1/3,jRDA5r-SOLICITUD75-1,jRDA5rSOLICITUD751624634,1 Arreglo floral  ,Unidad,650.0,1.0,10161707,Arreglo de flores cortadas,UNSPSC
ocds-lcuori-jRDA5r-SOLICITUD 1498-1,ocds-lcuori-jRDA5r-SOLICITUD 1498-1/3,jRDA5r-SOLICITUD 1498-1,jRDA5rSOLICITUD 14981624635,1 AREGLO FLORAL ,Unidad,650.0,1.0,10161707,Arreglo de flores cortadas,UNSPSC
ocds-lcuori-gLkw4L-CM-667-CBD-2020-1,ocds-lcuori-gLkw4L-CM-667-CBD-2020-1/3,gLkw4L-CM-667-CBD-2020-1,gLkw4LCM-667-CBD-20201624655,"cambio de aceite,filtro y engrase a la unidad HRB-L803 De la estación local Bomberos Danli",1/litro,1942.005,1.0,25171718,Kits de reparación de frenos,UNSPSC
ocds-lcuori-gLkw4L-CM-668-CBD-2020-1,ocds-lcuori-gLkw4L-CM-668-CBD-2020-1/3,gLkw4L-CM-668-CBD-2020-1,gLkw4LCM-668-CBD-20201624657,COMPRA DE ALIMENTACION PARA PERSONAL EN DESPLAZAMIENTO PARA INSPECCION EN DIFERENTES BARRIOS Y COLONIAS POR DESLIZAMIENTOS POR LLUVIAS QUE SE HAN PRESENTADOS EN LA ZONA.,Gramo/m 2,783.0,1.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-MrMPYR-008-2020-1,ocds-lcuori-MrMPYR-008-2020-1/3,MrMPYR-008-2020-1,MrMPYR008-20201624658,"1	Servicio de Monitoreo de Informacion y Noticias relacionadas con el Sistema Financiero y la Comision Nacional de Bancos y Seguros, que cumpla a cabalidad con los siguiente requerimientos:
	1. Que brinde su servicio especializado y permanente de las 5:00 am a las 11:00 pm como mínimo, los 7 días de la semana, con  el monitoreo de noticias del Sector de  Conducción y Regulación Económica transmitidas en medios de comunicación radiales (como mínimo; Radio América, HRN, Radio Cadena Voces (RCV), Radio Globo, HCH, Radio la Catracha); televisivos, (como mínimo; Canal 5 , canal 6, canal 3 y 7, canal 10 , 11, 13 ,  canal 51, TV Globo, HCH). 
	•   Las noticias del monitoreo deberán ser enviadas en trascripción literal y en archivos digitales, tanto de audio y video. 
	•   El servicio deberá ser enviado a los correos institucionales y personales que se indiquen.
	•   Las noticias donde se transmita una participación pública  o  alusión directa grave para la institución, sus funcionarios y el Sistema Financiero Nacional, deberán ser enviadas con inmediatez a manera de alerta, (vía WhatsApp (10 números) y correos electrónicos) por lo que es válido recibirla preliminarmente en segmentos, minutos después de haberse hecho pública la misma a través de un comentario, entrevista o comparecencia, para luego obtener la totalidad de la información, por las vías establecidas (a correo electrónico institucional y personal, en transcripción completa, más audio o video). 
	2.  Que ofrezca el servicio de Monitoreo de las sesiones del Congreso Nacional,  con la temática de interés para la institución y enviarlas a los canales establecidos.
	3. Monitorear los programas transmitidos por los gremios magisteriales y relacionados a insitutos de pensiones.
	4.  Cualquier otra información relacionada de interés y que se solicite por parte de la CNBS.
	5.  Que mensualmente nos entregue el archivo digital e impreso de todo el servicio prestado. 
	
	Se espera que el servicio sea brindado con inmediatez y de manera eficaz, confiable, y profesional, de forma que se constituya en un apoyo solido a la Unidad y a las autoridades de la CNBS.
	
	DURACION DE LA CONTRATACION: 11 MESES (01 de Febrero al 31 Diciembre, 2020)
",Mes,23679.5465,11.0,82111903,Servicios telegráficos de agencia de noticias,UNSPSC
ocds-lcuori-kR0qDr-DCC 007-2020-1,ocds-lcuori-kR0qDr-DCC 007-2020-1/4,kR0qDr-DCC 007-2020-1,kR0qDrDCC 007-20201626266,"Contratación el sistema de sonido, música en vivo por 5 horas, para atender actividad a desarrollarse el Día de la mujer",Cada uno,14285.71,1.0,55111509,Música ambiental,UNSPSC
ocds-lcuori-Er6QoR-CM-001-LV-2020-1,ocds-lcuori-Er6QoR-CM-001-LV-2020-1/3,Er6QoR-CM-001-LV-2020-1,Er6QoRCM-001-LV-20201624681,LA ESTACION LOCAL DE LAS VEGAS SB SOLICITA SUMINISTRAR COMBUSTIBLE GASOLINA A UNIDAD DE BOMBEROS ,Unidad,2370.0,1.0,15101506,Gasolina,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0034-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0034-1/3,XRbOkr-CS-CSJ-2020-0034-1,XRbOkrCS-CSJ-2020-00341624689,"Suministro de: 
1000 caratulas impresas en cartoncillo color blanco.-
1000 caratulas no impresas en cartoncillo color blanco.-
se adjunta muestra, solicitado por el Tribunal de Sentencia de Juticalpa Olancho.-",Unidad,5796.0,1.0,44122013,Cubiertas de informe o carátulas,UNSPSC
ocds-lcuori-gGyD4L-CM-PED-22-2020-HE-MQ-1,ocds-lcuori-gGyD4L-CM-PED-22-2020-HE-MQ-1/4,gGyD4L-CM-PED-22-2020-HE-MQ-1,gGyD4LCM-PED-22-2020-HE-MQ1624690,"6 TORNILLOS TRANSPEDICULARES, 2 BARRAS LATERALES PRESENTAR OFERTA EN EL DEPTO DE COMPRAS DEL HOSPITAL ESCUELA TELÉFONO 2232-2322 EXT 331",Cada uno,48852.0,1.0,42293201,Tornillos quirúrgicos de mioma,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624691,JABÓN DE BAÑO PEQUEÑO PARA NIÑOS ,Unidad,6.095,200.0,53131608,Jabones de baño,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624692,GEL ANTIBACTERIAL PEQUEÑO ,Unidad,40.25,200.0,12161801,Geles,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624693,CEPILLO DE DIENTES PARA NIÑOS,Unidad,6.9,200.0,53131503,Cepillos de dientes,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624694,PASTA PARA LAVAR DIENTES (PARA NIÑOS),Unidad,14.95,200.0,50201714,Cremas no lácteas,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624696,BOTES DE SHAMPOO PERSONAL PEQUEÑO PARA NIÑOS,Unidad,16.560000000000002,200.0,53131628,Champús,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624698,TOALLAS SANITARIAS NORMALES CON ALAS,Unidad,14.95,200.0,42281912,Toallas de esterilización,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624699,Ninguna,Unidad,46.0,200.0,53102305,Pañales para bebé,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624703,Acetaminofén en jarabe para niños 400 unidades,Unidad,83.95,400.0,42171903,Cajas de medicamentos de servicios médicos de urgencia,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624704,Descongestionante en pastillas (tipo alka seltzer). ,Unidad,9.8095,400.0,42192602,Dosificadores de medicamentos y pastillas ,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624705,Unidades Bolsas plásticas de 5 libras transparentes,Unidad,0.6325000000000001,400.0,44111615,Bolsas de depósito,UNSPSC
ocds-lcuori-mGE7er-CM-001-DINAF-2020-1,ocds-lcuori-mGE7er-CM-001-DINAF-2020-1/3,mGE7er-CM-001-DINAF-2020-1,mGE7erCM-001-DINAF-20201624706,Latas de choricito,Unidad,23.0,200.0,90101801,Comidas para llevar preparadas profesionalmente,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0035-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0035-1/3,XRbOkr-CS-CSJ-2020-0035-1,XRbOkrCS-CSJ-2020-00351624700,"Suministro de 500 cordones para sujetar expedientes, solicitado por el Juzgado de Letras de lo Penal con Competencia Nacional en Materia de Corrupción.-",Unidad,3392.5,1.0,46151607,Cordones de seguridad,UNSPSC
ocds-lcuori-DRWKwR-08-INADI-2020-1,ocds-lcuori-DRWKwR-08-INADI-2020-1/3,DRWKwR-08-INADI-2020-1,DRWKwR08-INADI-20201624714,Se requiere compra de soporte para televisor ,Kilogramo,800.0,,56101518,Estantes de pared,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0039-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0039-1/3,XRbOkr-CS-CSJ-2020-0039-1,XRbOkrCS-CSJ-2020-00391624726,"Suministro de 50 chachas (esposas) para mano, solicitadas por el Departamento de Servicios Generales.-",Unidad,63250.0,1.0,46151601,Manillas o esposas,UNSPSC
ocds-lcuori-PR8Q5r-20-1-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-20-1-CM-IHT-2020-1/4,PR8Q5r-20-1-CM-IHT-2020-1,PR8Q5r20-1-CM-IHT-20201624734,"Lote de 106 Rosas decoradas ´para celebración del dia de la Mujer, que se llevará a cabo el día 24 de Enero del 2020, se requiere la entrega para las 9:00 a.m. en las instalaciones del IHT.",Unidades,4022.7,1.0,10161705,Rosas cortadas,UNSPSC
ocds-lcuori-MrMPYR-012-2020-1,ocds-lcuori-MrMPYR-012-2020-1/2,MrMPYR-012-2020-1,MrMPYR012-20201624758,"Boletos via Tg-Santiago de Chile-Tgu
Fecha de salida: 25 de enero
Fecha de regreso: 01 de febrero
Pasajeras: Thyrza Ardon
Maria del Carmen Chevez",Unidad,41424.95,2.0,78111502,Viajes en aviones comerciales,UNSPSC
ocds-lcuori-jRDA5r-SOLICITUD19-1,ocds-lcuori-jRDA5r-SOLICITUD19-1/3,jRDA5r-SOLICITUD19-1,jRDA5rSOLICITUD191624762,"cambio de washer para ajuste de conicas, cambio de balineras de piñon, ajuste de piñon HRB00811							
",Unidad,19297.0,1.0,25191513,Kit de mantenimiento de vehículo de soporte en tierra,UNSPSC
ocds-lcuori-JL7qER-1012142710-1,ocds-lcuori-JL7qER-1012142710-1/3,JL7qER-1012142710-1,JL7qER10121427101624783,"TELEVISOR HDMI SMART TV DE 32""",Cada uno,6995.001499999999,1.0,52161505,Televisores,UNSPSC
ocds-lcuori-PR8Q5r-22-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-22-CM-IHT-2020-1/3,PR8Q5r-22-CM-IHT-2020-1,PR8Q5r22-CM-IHT-20201624796,Servicio de Publicacion de Aviso de Licitacion 01-LPN-IHT-2020 en el Periodico Oficial La Gaceta.,Unidad,2127.5,1.0,82121506,Impresión de publicaciones,UNSPSC
ocds-lcuori-jRDA5r-SOLICITUD 18-1,ocds-lcuori-jRDA5r-SOLICITUD 18-1/3,jRDA5r-SOLICITUD 18-1,jRDA5rSOLICITUD 181624798,alimento para el aniversario de suyapa,Unidad,39440.0,1.0,53102704,Atuendo de servicio o preparación de alimentos institucional,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-21-20-1,ocds-lcuori-PLeQ0L-CM-MEP-21-20-1/4,PLeQ0L-CM-MEP-21-20-1,PLeQ0LCM-MEP-21-201624822,PARA LA CELEBRACIÓN DEL DÍA DE LA MUJER HONDUREÑA EN EL CENTRO PENAL DE ESTA CIUDAD A 60 MUJERES PRIVADAS DE LIBERTAD EL JUEVES 23 DE ENERO A PARTIR DE LAS 8AM HASTA LAS 12PM. SÍRVASE COMPRAR : 60 ALMUERZOS ESPECIALES,Unidad,86.25,60.0,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-22-20-1,ocds-lcuori-PLeQ0L-CM-MEP-22-20-1/4,PLeQ0L-CM-MEP-22-20-1,PLeQ0LCM-MEP-22-201624823,"PARA LA CELEBRACIÓN DEL DÍA DE LA MUJER HONDUREÑA EN EL CENTRO PENAL DE ESTA CIUDAD A 60 MUJERES PRIVADAS DE LIBERTAD EL JUEVES 23 DE ENERO A PARTIR DE LAS 8AM HASTA LAS 12PM. SÍRVASE COMPRAR : 60 KIT PERSONALES CONSISTENTES EN ; PASTA DE DIENTES , SHAMPOO PARA EL CABELLO , TOALLAS SANITARIAS , PAPEL HIGIÉNICO , CANASTA PEQUEÑA, CEPILLO DE DIENTES ",Unidad,149.5,60.0,14111704,Papel higiénico,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-23-20-1,ocds-lcuori-PLeQ0L-CM-MEP-23-20-1/4,PLeQ0L-CM-MEP-23-20-1,PLeQ0LCM-MEP-23-201624825,MATERIAL PARA USO DE OFICINA . SÍRVASE COMPRAR : 1 MICROONDAS GRANDE,Unidad,2498.996,1.0,52141502,Hornos microondas domésticos,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-26-20-1,ocds-lcuori-PLeQ0L-CM-MEP-26-20-1/4,PLeQ0L-CM-MEP-26-20-1,PLeQ0LCM-MEP-26-201624831,"REFORESTACION Y SIEMBRA DE PLANTAS EN ÁREAS VERDES MUNICIPALES DE LA CIUDAD . SÍRVASE COMPRAR : 2,500 PLANTAS DE ESPECIE CORTEZ PARA REFORESTACION EN LAS ÁREAS VERDES MUNICIPALES EN LA CIUDAD",Unidad,95.0015,2500.0,70111501,"Servicios de plantación: plantas, arbustos y árboles ornamentales",UNSPSC
ocds-lcuori-KLg9wR-CM-INJUPEMP-DE-013-2020-1,ocds-lcuori-KLg9wR-CM-INJUPEMP-DE-013-2020-1/3,KLg9wR-CM-INJUPEMP-DE-013-2020-1,KLg9wRCM-INJUPEMP-DE-013-20201624865,"SE SOLICITA LA COMPRA DE 275 AGENDAS PEQUEÑAS,DE CALIDAD CUALQUIER DUDA FAVOR COMUNICARSE AL TELEFONO 22908000 EXT. 1317 CON EL DEPTO. DE COMPRAS Y SUMINISTROS.",Unidad,19725.4555,1.0,44112005,Agendas o recambios,UNSPSC
ocds-lcuori-wrVggL-CM-004-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-004-CHOLU-2020-1/4,wrVggL-CM-004-CHOLU-2020-1,wrVggLCM-004-CHOLU-20201624870,MANTENIMIENTO Y REPARACION UNIDAD HRB924,Unidad,5761.5,1.0,25191513,Kit de mantenimiento de vehículo de soporte en tierra,UNSPSC
ocds-lcuori-wrVggL-CM-005-CHOLU-2020-1,ocds-lcuori-wrVggL-CM-005-CHOLU-2020-1/4,wrVggL-CM-005-CHOLU-2020-1,wrVggLCM-005-CHOLU-20201624872,SOLICITUD DE COMBUSTIBLE PARA UNIDADES COMPRA ANUAL,Unidad,250000.0,1.0,78180301,Aprovisionar vehículos de combustible,UNSPSC
ocds-lcuori-XRbOkr-CS-CSJ-2020-0051-1,ocds-lcuori-XRbOkr-CS-CSJ-2020-0051-1/3,XRbOkr-CS-CSJ-2020-0051-1,XRbOkrCS-CSJ-2020-00511624891,"Servicio de 20 coffee breaks servidos con su refresco, incluir cristalería necesaria y el servicio de 02 meseros, solicitados por la Presidencia del Poder Judicial, para el día 21 de enero.-",Unidad,4082.5,1.0,90101802,Servicios de entrega de comidas,UNSPSC
ocds-lcuori-gGyzvR-CBH-CBO-002-2020-1,ocds-lcuori-gGyzvR-CBH-CBO-002-2020-1/3,gGyzvR-CBH-CBO-002-2020-1,gGyzvRCBH-CBO-002-20201624896,"1 recarga de oxigeno medico para un tanque de 30 pc y 1 recarga de oxigeno medico para un tanque de 10 pc. Asignados a la unidad HRB-2204 (ambulancia)
",Unidad,400.0045,1.0,12141904,Oxígeno O,UNSPSC
ocds-lcuori-jRDA5r-solicitud     1557-1,ocds-lcuori-jRDA5r-solicitud     1557-1/3,jRDA5r-solicitud     1557-1,jRDA5rsolicitud     15571624919,1 arreglo floral fúnebre,Unidad,650.0,1.0,10161707,Arreglo de flores cortadas,UNSPSC
ocds-lcuori-jRDA5r-SOLICITUD1559-1,ocds-lcuori-jRDA5r-SOLICITUD1559-1/3,jRDA5r-SOLICITUD1559-1,jRDA5rSOLICITUD15591624925,arreglo fúnebre de flores,Unidad,650.0,1.0,10161707,Arreglo de flores cortadas,UNSPSC
ocds-lcuori-jRDZVL-CM-004-SEDH-2020-1,ocds-lcuori-jRDZVL-CM-004-SEDH-2020-1/4,jRDZVL-CM-004-SEDH-2020-1,jRDZVLCM-004-SEDH-20201624930,Compra de rosas para Celebración del Dia de la Mujer,Unidad,40.25,89.0,10161705,Rosas cortadas,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-27-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-27-2020-1/4,PLeQ0L-CM-MEP-27-2020-1,PLeQ0LCM-MEP-27-20201624938,"SÍRVASE A COMPRAR : PARA USO DEL PERSONAL DEL ÁREA DE PARQUES Y BULEVARES. 3 PARES DE BOTAS #38, #43, #40.",Unidad,782.0,3.0,53111501,Botas de hombre,UNSPSC
ocds-lcuori-PLeQ0L-CM-MEP-29-2020-1,ocds-lcuori-PLeQ0L-CM-MEP-29-2020-1/4,PLeQ0L-CM-MEP-29-2020-1,PLeQ0LCM-MEP-29-20201624941,"SUBSIDIO, SÍRVASE A COMPRAR: ATAÚDES PARA SER DONADOS A DIFERENTES PERSONAS DE ESCASOS RECURSOS DE ACUERDO A SOLICITUDES QUE SON RECIBIDAS POR ALCALDÍA. 17 ATAÚDES ADULTOS ECONÓMICOS, 2 ATAÚDES ESPECIALES.",Unidad,68249.8895,1.0,11121616,Madera de pino,UNSPSC
ocds-lcuori-7GXbbr-CM-MCH-0001-2020-1,ocds-lcuori-7GXbbr-CM-MCH-0001-2020-1/3,7GXbbr-CM-MCH-0001-2020-1,7GXbbrCM-MCH-0001-20201625000,"COMPRA DE 1 TELEVISOR LED SAMSUNG 50"" UHD 4K/SMART BLUETOOTH/3HDMI/2USB QUE SERA UTILIZADO PARA USO DE LA ALCALDIA MUNICIPAL.",Unidad,18133.43,1.0,52161505,Televisores,UNSPSC
ocds-lcuori-XRbOkr-SPS-CSJ-2020-0030-1,ocds-lcuori-XRbOkr-SPS-CSJ-2020-0030-1/3,XRbOkr-SPS-CSJ-2020-0030-1,XRbOkrSPS-CSJ-2020-00301625003,Se solicicta la compra de 1 llavin de pelota mismo que sera instalado en el baño asignado al juzgado de paz de lo civil de San pedro sula. Solicitado por el Jefe de mantenimeinto de la zona Nor Occidental. ,Unidad,315.00800000000004,1.0,30171514,Cierres o llavines para puertas,UNSPSC
ocds-lcuori-7GXbbr-CM-MCH-0003-2020-1,ocds-lcuori-7GXbbr-CM-MCH-0003-2020-1/3,7GXbbr-CM-MCH-0003-2020-1,7GXbbrCM-MCH-0003-20201625017,"COMPRA DE: 50 TALONARIOS DE RECIBO,LOS CUALES SERAN UTILIZADOS EN EL DEPARTAMENTO DE DEFENSORIA DE LA NIÑEZ.",Unidad,172.5,50.0,14111805,Talones o talonarios,UNSPSC
ocds-lcuori-KLg9wR-CM-INJUPEMP-DB-014-2020-1,ocds-lcuori-KLg9wR-CM-INJUPEMP-DB-014-2020-1/3,KLg9wR-CM-INJUPEMP-DB-014-2020-1,KLg9wRCM-INJUPEMP-DB-014-20201625072,"SE SOLICITA LA ELABORACION DE 1000 CARNET SEGUN MUESTRA, DE CALIDAD CUALQUIER DUDA FAVOR COMUNICARSE AL TELEFONO 22908000 EXT. 1317 CON EL DEPTO DE COMPRAS Y SUMINISTROS.",Unidad,3220.0,1.0,73141706,"Servicios de teñido, impresión y acabado",UNSPSC
ocds-lcuori-ERpWgG-COTIZACION No.SRECI-022-2020-1,ocds-lcuori-ERpWgG-COTIZACION No.SRECI-022-2020-1/3,ERpWgG-COTIZACION No.SRECI-022-2020-1,ERpWgGCOTIZACION No.SRECI-022-20201625077,"6 PASTEL (UNA TORTA DE CHOCOLATE, UNA TORTA DE VAINILLA, RELLENO DE DULCE DE LECHE), PARA UN PROMEDIO DE 20-25 PERSONAS.",Unidad,448.5,6.0,50182001,Pasteles o empanadas o pastas frescas,UNSPSC
ocds-lcuori-ERpWgG-COTIZACION No.SRECI-023-2020-1,ocds-lcuori-ERpWgG-COTIZACION No.SRECI-023-2020-1/3,ERpWgG-COTIZACION No.SRECI-023-2020-1,ERpWgGCOTIZACION No.SRECI-023-20201625093,60 canastas familiares básicas,Unidad,425.97,60.0,50151513,Aceites de plantas y verduras comestibles,UNSPSC
ocds-lcuori-JL7qER-1000020192-1,ocds-lcuori-JL7qER-1000020192-1/2,JL7qER-1000020192-1,JL7qER10000201921625087,SILLAS DE ESPERA,Cada uno,2300.0,8.0,56101504,Sillas,UNSPSC
ocds-lcuori-JL7qER-1000020192-1,ocds-lcuori-JL7qER-1000020192-1/2,JL7qER-1000020192-1,JL7qER10000201921625089,SILLAS SEMI EJECUTIVAS,Cada uno,2990.0,6.0,56101504,Sillas,UNSPSC
ocds-lcuori-JL7qER-1000020193-1,ocds-lcuori-JL7qER-1000020193-1/2,JL7qER-1000020193-1,JL7qER10000201931625095,CREDENZA,Litros,5278.5,1.0,30161801,Armarios metálicos,UNSPSC
ocds-lcuori-ERpWgG-COTIZACION No. SRECI-019-2020-1,ocds-lcuori-ERpWgG-COTIZACION No. SRECI-019-2020-1/3,ERpWgG-COTIZACION No. SRECI-019-2020-1,ERpWgGCOTIZACION No. SRECI-019-20201625125,"SE SOLICITA COTIZAR LO SIGUIENTE:
    - 7	C/U	SUSCRIPCION DE EJEMPLARES DEL DIARIO LA PRENSA PARA EL PERIODO DEL 01 DE FEBRERO AL 31 DE DICIEMBRE DEL AÑO 2020.
INFORMACION A: ga.compras@sreci.gob.hn",Unidad,15036.0,1.0,55101504,Periódicos o diarios,UNSPSC
ocds-lcuori-2LmKVR-CM-013-INAMI-2020-1,ocds-lcuori-2LmKVR-CM-013-INAMI-2020-1/4,2LmKVR-CM-013-INAMI-2020-1,2LmKVRCM-013-INAMI-20201625139,"Elaboración de 50 libretas tipo agenda, con viñetas tipo post-it, ecologicas.
********Las cotizaciones deben presentarse en sobre sellado en la Gerencia Administrativa de INAMI, en las fechas indicadas, especificando el número del proceso, cualquier consulta adicional avocarse en la Gerencia Administrativa.*****FONDOS INAMI-UNICEF",Unidad,9424.9975,1.0,44112005,Agendas o recambios,UNSPSC
