ocid,id,contracts/0/id,contracts/0/awardID,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/title,contracts/0/localProcurementCategory,contracts/0/description,contracts/0/dateSigned,contracts/0/value/amount,contracts/0/value/currency
ocds-lcuori-jRDkQG-CM-015-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-015-2020-HNMCR-2/4,jRDkQG-094-2020,jRDkQG-CM-015-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,094-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-05T00:00:00-06:00,255518.75,HNL
ocds-lcuori-jRDkQG-CM-016-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-016-2020-HNMCR-2/4,jRDkQG-103-2020,jRDkQG-CM-016-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,103-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-07T00:00:00-06:00,264500.0,HNL
ocds-lcuori-jRDkQG-CM-017-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-017-2020-HNMCR-2/4,jRDkQG-104-2020,jRDkQG-CM-017-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,104-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-07T00:00:00-06:00,276000.0,HNL
ocds-lcuori-jRDkQG-CM-018-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-018-2020-HNMCR-2/4,jRDkQG-095-2020,jRDkQG-CM-018-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,095-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-05T00:00:00-06:00,37932.75,HNL
ocds-lcuori-jRDkQG-CM-019-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-019-2020-HNMCR-2/4,jRDkQG-OC096-2020,jRDkQG-CM-019-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC096-2020,goodsOrServices,PRODUCTOS QUIMICOS,2020-02-05T00:00:00-06:00,87440.11,HNL
ocds-lcuori-jRDkQG-CM-019-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-019-2020-HNMCR-2/4,jRDkQG-OC097-2020,jRDkQG-CM-019-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC097-2020,goodsOrServices,PRODUCTOS QUIMICOS,2020-02-05T00:00:00-06:00,221605.0,HNL
ocds-lcuori-jRDkQG-CM-020-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-020-2020-HNMCR-2/4,jRDkQG-OC098-2020,jRDkQG-CM-020-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC098-2020,goodsOrServices,PRODUCTOS QUIMICOS,2020-02-05T00:00:00-06:00,4381.44,HNL
ocds-lcuori-jRDkQG-CM-020-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-020-2020-HNMCR-2/4,jRDkQG-OC099-2020,jRDkQG-CM-020-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC099-2020,goodsOrServices,PRODUCTOS FOTOQUIMICOS,2020-02-05T00:00:00-06:00,3335.0,HNL
ocds-lcuori-jRDkQG-CM-021-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-021-2020-HNMCR-2/4,jRDkQG-OC017-2020,jRDkQG-CM-021-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC017-2020,goodsOrServices,ALIMENTOS Y BEBIDAS PARA PERSONAS,2020-02-04T00:00:00-06:00,32062.37,HNL
ocds-lcuori-jRDkQG-CM-021-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-021-2020-HNMCR-2/4,jRDkQG-OC018-2020,jRDkQG-CM-021-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC018-2020,goodsOrServices,ALIMENTOS Y BEBIDAS PARA PERSONAS,2020-02-04T00:00:00-06:00,36850.14,HNL
ocds-lcuori-jRDkQG-CM-022-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-022-2020-HNMCR-2/4,jRDkQG-001-2020,jRDkQG-CM-022-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,001-2020,goodsOrServices,ELEMENTOS DE LIMPIEZA Y ASEO PERSONAL,2020-01-31T00:00:00-06:00,100108.88,HNL
ocds-lcuori-PR8Q5r-61-CM-IHT-2020-1,ocds-lcuori-PR8Q5r-61-CM-IHT-2020-1/3,PR8Q5r-85-2020,PR8Q5r-61-CM-IHT-2020-1,PR8Q5r-MLQa7L,Servicios Administrativos y Financieros,85-2020,goodsOrServices,"Boleto aéreo a favor de Oneyda Yolibeth Pineda en ruta Tegucigalpa Berlin Tegucigalpa Saliendo el 02 de marzo saliendo de Berlín El 09 de marzo y arribando a Tegucigalpa el 10 de marzo del 2020
",2020-03-14T00:00:00-06:00,58550.0,HNL
ocds-lcuori-jRDkQG-CM-023-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-023-2020-HNMCR-2/4,jRDkQG-007-2020,jRDkQG-CM-023-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,007-2020,goodsOrServices,PRODUCTOS QUIMICOS,2020-02-03T00:00:00-06:00,60225.0,HNL
ocds-lcuori-jRDkQG-CM-024-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-024-2020-HNMCR-2/4,jRDkQG-008-2020,jRDkQG-CM-024-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,008-2020,goodsOrServices,PRODUCTOS QUIMICOS,2020-02-03T00:00:00-06:00,19780.0,HNL
ocds-lcuori-jRDkQG-CM-024-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-024-2020-HNMCR-2/4,jRDkQG-009-2020,jRDkQG-CM-024-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,009-2020,goodsOrServices,PRODUCTOS QUIMICOS,2020-02-03T00:00:00-06:00,23050.0,HNL
ocds-lcuori-jRDkQG-CM-025-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-025-2020-HNMCR-2/4,jRDkQG-OC100-2020,jRDkQG-CM-025-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC100-2020,goodsOrServices,REACTIVOS,2020-02-05T00:00:00-06:00,172084.85,HNL
ocds-lcuori-jRDkQG-CM-027-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-027-2020-HNMCR-2/4,jRDkQG-OC101-2020,jRDkQG-CM-027-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC101-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO
",2020-02-05T00:00:00-06:00,10695.0,HNL
ocds-lcuori-jRDkQG-CM-028-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-028-2020-HNMCR-2/4,jRDkQG-OC019-2020,jRDkQG-CM-028-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC019-2020,goodsOrServices,REPUESTOS Y ACCESORIOS,2020-02-04T00:00:00-06:00,3650.0,HNL
ocds-lcuori-jRDkQG-CM-041-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-041-2020-HNMCR-2/5,jRDkQG-OC176-2020,jRDkQG-CM-041-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC176-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,397440.0,HNL
ocds-lcuori-jRDkQG-CM-042-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-042-2020-HNMCR-2/5,jRDkQG-OC177-2020,jRDkQG-CM-042-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC177-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,258750.0,HNL
ocds-lcuori-jRDkQG-CM-043-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-043-2020-HNMCR-2/5,jRDkQG-OC178-2020,jRDkQG-CM-043-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC178-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,287040.0,HNL
ocds-lcuori-jRDkQG-CM-044-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-044-2020-HNMCR-2/4,jRDkQG-OC179-2020,jRDkQG-CM-044-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC179-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,552000.0,HNL
ocds-lcuori-jRDkQG-CM-045-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-045-2020-HNMCR-2/5,jRDkQG-OC180-2020,jRDkQG-CM-045-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC180-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,43700.0,HNL
ocds-lcuori-jRDkQG-CM-045-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-045-2020-HNMCR-2/5,jRDkQG-OC181-2020,jRDkQG-CM-045-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC181-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,368000.0,HNL
ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2/5,jRDkQG-OC182-2020,jRDkQG-CM-046-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC182-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,67275.0,HNL
ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2/5,jRDkQG-OC183-2020,jRDkQG-CM-046-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC183-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,21850.0,HNL
ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2/5,jRDkQG-OC184-2020,jRDkQG-CM-046-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC184-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,10580.0,HNL
ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-046-2020-HNMCR-2/5,jRDkQG-OC185-2020,jRDkQG-CM-046-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC185-2020,goodsOrServices,REACTIVOS,2020-03-16T00:00:00-06:00,12937.5,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-008-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-008-2020-1/3,MrM6zL-00000456,MrM6zL-CM-CONEANFO-UAF-008-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00000456,goodsOrServices,"Revisión, reparación y cambio de bomba madres y bomba auxiliar de clutch para vehículo Nissan Frontier color gris, placa N10452.",2020-02-15T00:00:00-06:00,3398.25,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-008-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-008-2020-1/3,MrM6zL-456,MrM6zL-CM-CONEANFO-UAF-008-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,456,goodsOrServices,"Revisión, reparación y cambio de bomba madres y bomba auxiliar de clutch para vehículo Nissan Frontier color gris, placa N10452.",2020-02-15T00:00:00-06:00,3398.25,HNL
ocds-lcuori-gLkw4L-CM-671-CBD-2020-1,ocds-lcuori-gLkw4L-CM-671-CBD-2020-1/3,gLkw4L-CM-671-CBD-2020,gLkw4L-CM-671-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-671-CBD-2020,goodsOrServices,PARA CORTE DE ESTRUCTURAS DE ANGAR ESTACION DE BOMBEROS DE DANLI,2020-02-04T00:00:00-06:00,1170.0,HNL
ocds-lcuori-grxELe-82-2020-SAG-1,ocds-lcuori-grxELe-82-2020-SAG-1/3,grxELe-82-2020,grxELe-82-2020-SAG-1,grxELe-MLQALQ,Unidad Central,82-2020,goodsOrServices,26110: 2 BOLETOS AEREO TEGUCIGALPA-PUERTO LEMPIRA-TEGUCIGALPA,2020-03-02T00:00:00-06:00,23228.74,HNL
ocds-lcuori-gLkw4L-CM-672-CBD-2020-1,ocds-lcuori-gLkw4L-CM-672-CBD-2020-1/5,gLkw4L-CM-672-CBD-2020,gLkw4L-CM-672-CBD-2020-1,gLkw4L-MLQ77R,Cuerpo de Bomberos Danlí,CM-672-CBD-2020,goodsOrServices,"por suministro de 12,244.897 litros de combustible a las unidades operativas de la estación local Bomberos Danli de enero a diciembre de 2020.",2020-02-01T00:00:00-06:00,270000.0,HNL
ocds-lcuori-2LAgaR-CM-CBPC-001-2020-1,ocds-lcuori-2LAgaR-CM-CBPC-001-2020-1/4,2LAgaR-CM-CBPC-001-2020,2LAgaR-CM-CBPC-001-2020-1,2LAgaR-MLQ77R,"Estación Local Potrerillos, Cortés.",CM-CBPC-001-2020,goodsOrServices,"Estación Local de Bomberos de Potrerillos, Cortes solicita la cotización de Combustibles Diesel y Gasolina para el suministro a las Unidades Operativas que están Asignadas a esta Estación Local, por un monto estimado de Lps.57,000.00 comprendido del periodo correspondiente a partir del mes de Enero a Diciembre del año 2020. El suministro se realizara cancelando mes a mes según sea el consumo reflejado en el estado de cuenta, facturas y comparativo con ordenes de suministro interna.",2020-02-05T00:00:00-06:00,3500.0,HNL
ocds-lcuori-NLPAVG-2020-034-FN-INAM-1,ocds-lcuori-NLPAVG-2020-034-FN-INAM-1/2,NLPAVG-2020-034-FN-INAM,NLPAVG-2020-034-FN-INAM-1,NLPAVG-ERpqPr,Unidad Central,2020-034-FN-INAM,goodsOrServices,PAGO DE ALIMENTACIONSEGUN FACTURA 000-001-01-00001125,2020-03-03T00:00:00-06:00,2300.0,HNL
ocds-lcuori-2Lmz0G-CM-015-BNP-2020-1,ocds-lcuori-2Lmz0G-CM-015-BNP-2020-1/3,2Lmz0G-CA-20-0000026,2Lmz0G-CM-015-BNP-2020-1,2Lmz0G-JL7nrj,Unidad Central,CA-20-0000026,goodsOrServices,AIRES ACONDICIONADOS,2020-02-18T00:00:00-06:00,51060.0,HNL
ocds-lcuori-1Ra0dG-CONV-GC-CMD-2020-001-2,ocds-lcuori-1Ra0dG-CONV-GC-CMD-2020-001-2/2,1Ra0dG-OC-CONV-001-2020,1Ra0dG-CONV-GC-CMD-2020-001-2,1Ra0dG-jRD7wG,Comisión Nacional de Vivienda y Asentamientos Humanos,OC-CONV-001-2020,goodsOrServices,"Renovación del Nombre de Dominio Convivienda.gob.hn, periodo del 25 de febrero 2020 al 25 de febrero 2021 ",2020-02-13T00:00:00-06:00,1437.5,HNL
ocds-lcuori-vGZWNR-30011704-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011704-IHSS-SPS-1/3,vGZWNR-4300008730,vGZWNR-30011704-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008730,goodsOrServices,CANASTILLA,2020-03-12T00:00:00-06:00,19013.54,HNL
ocds-lcuori-vGZWNR-30011705-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011705-IHSS-SPS-1/3,vGZWNR-4300008731,vGZWNR-30011705-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008731,goodsOrServices,SISTEMA TRANSPEDICULAR,2020-03-12T00:00:00-06:00,27000.0,HNL
ocds-lcuori-1RaMPR-SCI-PPCR-02-2020-2,ocds-lcuori-1RaMPR-SCI-PPCR-02-2020-2/4,1RaMPR-CI_BM_PPCR_068_2020,1RaMPR-SCI-PPCR-02-2020-2,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,CI_BM_PPCR_068_2020,consultingServices,"Especialista Ambiental
Objetivo:                           Contar con un profesional experto en temas ambientales para encargarse de liderar y formular las herramientas e instrumentos ambientales y sociales del Proyecto Agua y Saneamiento Urbano Resiliente.
",2020-03-02T00:00:00-06:00,12000.0,USD
ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-001-2020-1,ocds-lcuori-4LOV1r-DICTA FUENTE 11-CM-MD-001-2020-1/4,4LOV1r-DICTA FUENTE 11-CM-001-2020,4LOV1r-DICTA FUENTE 11-CM-MD-001-2020-1,4LOV1r-4LOe9R,Unidad Ejecutora 01,DICTA FUENTE 11-CM-001-2020,goodsOrServices,"Compra de una batería de 115 amp para ser utilizado en vehículo Nissan, placa N- 10881",2020-03-02T00:00:00-06:00,3407.0,HNL
ocds-lcuori-1RaMPR-SCI-PPCR-03-2020-2,ocds-lcuori-1RaMPR-SCI-PPCR-03-2020-2/4,1RaMPR-CI_BM_PPCR_069_2020,1RaMPR-SCI-PPCR-03-2020-2,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,CI_BM_PPCR_069_2020,consultingServices,"Especialista Social.
OBJETIVO: Contar con un profesional experto en temas sociales para encargarse de liderar y formular las herramientas e instrumentos sociales y ambientales del Proyecto Agua y Saneamiento Urbano Resiliente.",2020-03-02T00:00:00-06:00,12000.0,USD
ocds-lcuori-oLjYzr-CM-048-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-048-MSFYC-2020-1/2,oLjYzr-360,oLjYzr-CM-048-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,360,goodsOrServices,COMPRA DE ALIMENTACIÓN PARA PERSONAL CORPORATIVO MUNICIPAL,2020-03-04T00:00:00-06:00,1012.0,HNL
ocds-lcuori-oLjYzr-CM-049-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-049-MSFYC-2020-1/2,oLjYzr-361,oLjYzr-CM-049-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,361,goodsOrServices,COMPRA DE REFRESCOS PARA ATENCIÓN A VELORIOS DE PERSONAS DE ESCASOS RECURSOS DE TODO EL MUNICIPIO,2020-03-04T00:00:00-06:00,15000.0,HNL
ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-010-2020-1,ocds-lcuori-MrM6zL-CM-CONEANFO-UAF-010-2020-1/3,MrM6zL-00565889,MrM6zL-CM-CONEANFO-UAF-010-2020-1,MrM6zL-PR8P5R,Comisión Nacional de Educación Alternativa No Formal,00565889,goodsOrServices,"Compra de loderas delanteras y traseras para los vehículos con las siguientes placas: N10232, año 2003; N08794, año 2006 y N10452, año 2007; asignados a CONEANFO, Oficina Central. ",2020-02-27T00:00:00-06:00,19665.0,HNL
ocds-lcuori-oLjYzr-CM-053-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-053-MSFYC-2020-1/2,oLjYzr-362,oLjYzr-CM-053-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,362,goodsOrServices,Levantamiento Topografico del parque infantil en la colonia valencia de Rio Lindo elaboracion de la planta topografica.,2020-03-10T00:00:00-06:00,5000.0,HNL
ocds-lcuori-jRDkQG-CM-032-2020-HNMCR-2,ocds-lcuori-jRDkQG-CM-032-2020-HNMCR-2/3,jRDkQG-OC105-2020,jRDkQG-CM-032-2020-HNMCR-2,jRDkQG-mrYzL9,Hospital Mario Catarino Rivas,OC105-2020,goodsOrServices,"OTRO INSTRUMENTAL, ACCESORIOS Y MATERIAL MEDICO",2020-02-11T00:00:00-06:00,50600.0,HNL
ocds-lcuori-Er6QoR-CM-005-LV-2020-1,ocds-lcuori-Er6QoR-CM-005-LV-2020-1/3,Er6QoR-CM-005-LV-2020,Er6QoR-CM-005-LV-2020-1,Er6QoR-MLQ77R,"Estación Local Las Vegas, Santa Bárbara",CM-005-LV-2020,goodsOrServices,LA ESTACION LOCAL DE LAS VEGAS SB COMPRO 3 COMPUTADORAS DE ESCRITORIO MARCA DELL PARA LAS AREAS DE COMANDANCIA LOCAL ADMINISTRACION Y OTPSCI PARA USO EXCLUSIVO DE ESTA ESTACION LOCAL,2020-01-31T00:00:00-06:00,53070.0,HNL
ocds-lcuori-Er6QoR-CM-006-LV-2020-1,ocds-lcuori-Er6QoR-CM-006-LV-2020-1/3,Er6QoR-CM-006-LV-2020,Er6QoR-CM-006-LV-2020-1,Er6QoR-MLQ77R,"Estación Local Las Vegas, Santa Bárbara",CM-006-LV-2020,goodsOrServices,LA ESTACION LOCAL DE LAS VEGAS SB COMPRO 3 AIRES ACONDICIONADOS MARCA SANKEY DE 12 BTU PARA LAS OFICINA ADMINISTRATIVA DORMITORIOS Y SALON DE CLASES PARA USO EXCLUSIVO DE ESTA ESTACION LOCAL ,2020-01-31T00:00:00-06:00,19335.0,HNL
ocds-lcuori-oLjYzr-CM-002-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-002-MSFYC-2020-1/4,oLjYzr-341,oLjYzr-CM-002-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,341,goodsOrServices,PROVEEDOR DE SERVICIO DE PLANIFICACION MUNICIPAL,2020-02-04T00:00:00-06:00,156000.0,HNL
ocds-lcuori-oLjYzr-CM-004-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-004-MSFYC-2020-1/4,oLjYzr-346,oLjYzr-CM-004-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,346,goodsOrServices,Levantamiento Toografico y Proseso de la Informacion Para diseño de Mirador en Calle que conduce de Rio Lindo a San Buenaventura.,2020-02-11T00:00:00-06:00,4000.0,HNL
ocds-lcuori-oLjYzr-CM-005-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-005-MSFYC-2020-1/4,oLjYzr-347,oLjYzr-CM-005-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,347,goodsOrServices,COMPRA DE UNIFORME DE FUTBOL PARA EL EQUIPO ATLETICO LA 20 DEL BARRIO ABAJO DE RIO LINDO.,2020-02-21T00:00:00-06:00,7452.0,HNL
ocds-lcuori-oLjYzr-CM-008-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-008-MSFYC-2020-1/4,oLjYzr-332,oLjYzr-CM-008-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,332,goodsOrServices,COMPRA DE TROFEOS PARA LIGA MAYOR MARIO FERRERA DE ALDEA RIO LINDO,2020-01-31T00:00:00-06:00,16203.5,HNL
ocds-lcuori-oLjYzr-CM-009-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-009-MSFYC-2020-1/3,oLjYzr-334,oLjYzr-CM-009-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,334,goodsOrServices,COMPRA DE ÚTILES OARA PERSONAS DE ESCASOS RECURSOS DE TODO EL MUNICIPIO,2020-01-31T00:00:00-06:00,269999.15,HNL
ocds-lcuori-oLjYzr-CM-010-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-010-MSFYC-2020-1/3,oLjYzr-335,oLjYzr-CM-010-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,335,goodsOrServices,COMPR DE MEDICAMENTOS PAR PERSONAS DE ESCASOS RECURSOS ECONÓMICOS DE TODO EL MUNICIPIO,2020-01-31T00:00:00-06:00,42084.49,HNL
ocds-lcuori-oLjYzr-CM-011-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-011-MSFYC-2020-1/3,oLjYzr-336,oLjYzr-CM-011-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,336,goodsOrServices,ELECTRIFICACIÓN DE COL. BELÉN DE ALDEA BORBOTÓN,2020-01-31T00:00:00-06:00,120027.26,HNL
ocds-lcuori-oLjYzr-CM-012-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-012-MSFYC-2020-1/3,oLjYzr-337,oLjYzr-CM-012-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,337,goodsOrServices,ILUMINACIÓN DE AREA RECREATIVA  EN COL. VAKENCIA ALDEA RIO LINDO,2020-01-31T00:00:00-06:00,78915.39,HNL
ocds-lcuori-oLjYzr-CM-013-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-013-MSFYC-2020-1/4,oLjYzr-338,oLjYzr-CM-013-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,338,goodsOrServices,compra de meriendas para personas que asistirán a I Cabildo del año 2020 para rendición de cuentas,2020-02-01T00:00:00-06:00,2587.5,HNL
ocds-lcuori-oLjYzr-CM-014-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-014-MSFYC-2020-1/3,oLjYzr-339,oLjYzr-CM-014-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,339,goodsOrServices,ELECTRIFICACION DE LA COLONIA BELEN DE LA ALDEA BORBOTON ,2020-02-03T00:00:00-06:00,55000.0,HNL
ocds-lcuori-4LOxWG-28-2020-2,ocds-lcuori-4LOxWG-28-2020-2/4,4LOxWG-1738-2020,4LOxWG-28-2020-2,4LOxWG-mrYzL9,Hospital San Felipe,1738-2020,goodsOrServices,"SOLICITADO POR EL ALMACEN DE MEDICINA, PARA SER UTILIZADO EN LAS DIFERENTES SALAS DE ESTE CENTRO ASISTENCIAL, DURANTE EL 1er. TRIMESTRE DEL 2020
",2020-02-13T00:00:00-06:00,608040.0,HNL
ocds-lcuori-vGZWNR-30011700-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011700-IHSS-SPS-1/3,vGZWNR-4300008760,vGZWNR-30011700-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008760,goodsOrServices,CATETER,2020-03-12T00:00:00-06:00,4800.0,HNL
ocds-lcuori-vGZWNR-30011701-IHSS-SPS-1,ocds-lcuori-vGZWNR-30011701-IHSS-SPS-1/3,vGZWNR-4300008766,vGZWNR-30011701-IHSS-SPS-1,vGZWNR-orvxDG,Unidad Central,4300008766,goodsOrServices,ENGRAPADORA Y CARGA,2020-03-12T00:00:00-06:00,79871.08,HNL
ocds-lcuori-oLjYzr-CM-015-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-015-MSFYC-2020-1/3,oLjYzr-340,oLjYzr-CM-015-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,340,goodsOrServices,ILUMINACION DEL AREA RECREATIVA DE LA COLONIA VALENCIA DE RIO LINDO.,2020-02-03T00:00:00-06:00,15000.0,HNL
ocds-lcuori-oLjYzr-CM-016-MSFYC-2020-1,ocds-lcuori-oLjYzr-CM-016-MSFYC-2020-1/3,oLjYzr-342,oLjYzr-CM-016-MSFYC-2020-1,oLjYzr-NrdZlG,Alcaldía Municipal de San Francisco de Yojoa,342,goodsOrServices,Continuacion de pavimentacion en la colonia Aurora de Rio Lindo,2020-02-05T00:00:00-06:00,1196520.0,HNL
