ocid,id,contracts/0/id,contracts/0/dateSigned,contracts/0/description,contracts/0/buyer/id,contracts/0/buyer/name,contracts/0/localProcurementCategory,contracts/0/awardID,contracts/0/title,contracts/0/value/currency,contracts/0/value/amount
ocds-lcuori-vGZVoG-LPI-031-2015-2,ocds-lcuori-vGZVoG-LPI-031-2015-2/3,vGZVoG-SS-PICSC-CB-075-2016,2016-04-02T00:00:00-06:00,Adquisición de Equipos e Insumos para Inspecciones Oculares y Dactiloscopia para ser utilizado en Laboratorios Móviles de la DPI,vGZVoG-MrMgGe,Programa BID-Préstamo 2745/BL/HO,goodsOrServices,vGZVoG-LPI-031-2015-2,SS-PICSC-CB-075-2016,USD,834635.19
ocds-lcuori-KLg9wR-LPR-001-2015-DA-2,ocds-lcuori-KLg9wR-LPR-001-2015-DA-2/3,KLg9wR-DSL-036-2015,2015-12-09T00:00:00-06:00,"Adquisición equipo de biometria, vinculado a la seguridad de los servicios que ofrece el Instituto",KLg9wR-8L4pPL,Unidad Central,goodsOrServices,KLg9wR-LPR-001-2015-DA-2,DSL-036-2015,HNL,11829477.4
ocds-lcuori-orvDGM-LPN-SANAA-TI-02-2015-2,ocds-lcuori-orvDGM-LPN-SANAA-TI-02-2015-2/3,orvDGM-DLC-2-2016,2016-01-29T00:00:00-06:00,"""SERVICIO DE IMPRESIÓN Y FOTOCOPIADO PARA LOS DIFERENTES DEPARTAMENTOS DE SANAA""",orvDGM-jRDVLk,SANAA - Unidad Central,goodsOrServices,orvDGM-LPN-SANAA-TI-02-2015-2,DLC-2-2016,HNL,336030.0
ocds-lcuori-MLQmwL-CPN-015-2015-2,ocds-lcuori-MLQmwL-CPN-015-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-036-2015,2015-09-14T00:00:00-06:00,24900,MLQmwL-gLn5gr,Gerencia Administrativa,consultingServices,MLQmwL-CPN-015-2015-2,SCGG-UAP-14590-CI-036-2015,HNL,230025.6
ocds-lcuori-MLQmwL-CPN-016-2015-2,ocds-lcuori-MLQmwL-CPN-016-2015-2/4,MLQmwL-SCGG-UAP-14590-CI-020-2016,2016-06-28T00:00:00-06:00,24900,MLQmwL-gLn5gr,Gerencia Administrativa,consultingServices,MLQmwL-CPN-016-2015-2,SCGG-UAP-14590-CI-020-2016,HNL,311215.76
ocds-lcuori-2LAdQr-COT-FV-RVNP-23-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-23-2015-2/3,2LAdQr-FV- 197-2015,2015-12-02T00:00:00-06:00,"SUPERVISION DE OBRAS PARA EL
MANTENIMIENTO PERIODICO Y RUTINARIO EN LOS TRAMOS DE LA RED
VIAL NO PAVIMENTADA",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-23-2015-2,FV- 197-2015,HNL,230813.22
ocds-lcuori-grxELe-12-2015-SAG-1,ocds-lcuori-grxELe-12-2015-SAG-1/4,grxELe-12-2015-SAG,2019-06-10T00:00:00-06:00,DSFGVFDVSFD,grxELe-MLQALQ,Unidad Central,goodsOrServices,grxELe-12-2015-SAG-1,12-2015-SAG,HNL,241.0
ocds-lcuori-2LAdQr-LP-FV-RVP-044-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-044-2015-2/3,2LAdQr-FV - 200 - 2015,2015-12-04T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO EN EL (LOS) TRAMO(S) DE LA RED VIAL PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-044-2015-2,FV - 200 - 2015,HNL,1971919.46
ocds-lcuori-2LAdQr-LP-FV-RVP-045-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-045-2015-2/3,2LAdQr-F V - 203-2015,2015-12-07T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO EN EL (LOS) TRAMO(S) DE LA RED VIAL PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-045-2015-2,F V - 203-2015,HNL,1886288.99
ocds-lcuori-2LAdQr-LP-FV-RVP-046-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-046-2015-2/3,2LAdQr-F V - 2 1 2 - 2 0 1 5,2015-12-10T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO EN EL (LOS) TRAMO(S) DE LA RED VIAL PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-046-2015-2,F V - 2 1 2 - 2 0 1 5,HNL,1939062.16
ocds-lcuori-2LAdQr-COT-FV-RVP-022-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-022-2015-2/3,2LAdQr-FV - 199-2015,2015-12-04T00:00:00-06:00,CONTRATACION DIRECTA SUPERVISION DE OBRAS,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-022-2015-2,FV - 199-2015,HNL,291013.16
ocds-lcuori-2LAdQr-COT-FV-ODM-15-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-15-2015-2/3,2LAdQr-FV-195-2015,2015-12-01T00:00:00-06:00,CONSTRUCCIÓN DE CAJA PUENTE,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-COT-FV-ODM-15-2015-2,FV-195-2015,HNL,984899.63
ocds-lcuori-2LAdQr-COT-FV-ODM-16-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-16-2015-2/3,2LAdQr-FV - 193-2015,2015-12-01T00:00:00-06:00,SUPERVISIÓN DE LA CONSTRUCCIÓN DE CAJAS PUENTE,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-ODM-16-2015-2,FV - 193-2015,HNL,262009.36
ocds-lcuori-2LmqDL-LPrNO-39-AMDC-55-2015-3-2,ocds-lcuori-2LmqDL-LPrNO-39-AMDC-55-2015-3-2/3,2LmqDL-0433/GLCSI/AMDC/2016,2016-05-12T00:00:00-06:00,"Código: 650, Canalización de quebrada La Soledad y Quebrada Grande",2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,works,2LmqDL-LPrNO-39-AMDC-55-2015-3-2,0433/GLCSI/AMDC/2016,HNL,1983962.92
ocds-lcuori-PR8ooG-CM-112-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-112-CONAPID-2015-1/4,PR8ooG-178-CONAPID-2016,2016-06-06T00:00:00-06:00,100 BOLSA DE PINTURA CORARON,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-112-CONAPID-2015-1,178-CONAPID-2016,HNL,12305.0
ocds-lcuori-vGZWNR-LPN-025-2015-2,ocds-lcuori-vGZWNR-LPN-025-2015-2/3,vGZWNR-079-2015,2016-04-14T00:00:00-06:00,"Adquisición de Equipo para las Unidades de Medicina Físico y Rehabilitación para la Periférica N° 1, Tegucigalpa y Rehabilitación Orquídea Blanca, San Pedro Sula del Instituto Hondureño de Seguridad Social (IHSS).",vGZWNR-orvxDG,Unidad Central,goodsOrServices,vGZWNR-LPN-025-2015-2,079-2015,HNL,2054843.0
ocds-lcuori-PR8ooG-CM-129-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-129-CONAPID-2015-1/3,PR8ooG-181-CONAPID-2015,2016-06-08T00:00:00-06:00,COMPRA DE UNA ASPIRADORA,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-129-CONAPID-2015-1,181-CONAPID-2015,HNL,5590.0
ocds-lcuori-2LAdQr-LP-FV-RVP-047-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-047-2015-2/3,2LAdQr-F V - 207-2015,2015-12-08T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-047-2015-2,F V - 207-2015,HNL,1983642.92
ocds-lcuori-2LAdQr-LP-FV-RVP-049-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-049-2015-2/3,2LAdQr-F V - 214-2015,2015-12-11T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-049-2015-2,F V - 214-2015,HNL,1960827.35
ocds-lcuori-2LAdQr-COT-FV-RVP-025-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-025-2015-2/3,2LAdQr-FV- 215-2015,2015-12-14T00:00:00-06:00,SUPERVISION DE OBRAS COTIZACION,2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-025-2015-2,FV- 215-2015,HNL,274808.45
ocds-lcuori-1RaMPR-IC-UMBRAL-02-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-02-2015-2/4,1RaMPR-MCA-THP-06-2015,2015-05-18T00:00:00-06:00,Consultor Individual Internacional: ASESOR PARA EL TRIBUNAL SUPERIOR DE CUENTAS EN AUDITORÍA DE DESEMPEÑO,1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-02-2015-2,MCA-THP-06-2015,USD,72500.0
ocds-lcuori-1RaMPR-IC-UMBRAL-07-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-07-2015-2/4,1RaMPR-MCA-THP-14-2015,2015-11-16T00:00:00-06:00,"2 RESIDENT ADVISORS, PROCUREMENT ",1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-07-2015-2,MCA-THP-14-2015,USD,216000.0
ocds-lcuori-1RaMPR-IC-UMBRAL-07-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-07-2015-2/4,1RaMPR-MCA-THP-15-2015,2015-10-15T00:00:00-06:00,"2 RESIDENT ADVISORS, PROCUREMENT ",1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-07-2015-2,MCA-THP-15-2015,USD,163200.0
ocds-lcuori-0rwYG8-SOLPED-20001509-1,ocds-lcuori-0rwYG8-SOLPED-20001509-1/4,0rwYG8-PEDIDO-4200001342,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-527-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de catorce (14) vehiculos cuyos registros son: 704, 693, 382, 761, 532, 547, 734, 729, 753, 530, 539, 697, 625 y 551.
INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001509-1,PEDIDO-4200001342,HNL,24403.0
ocds-lcuori-0rwYG8-SOLPED-20001508-1,ocds-lcuori-0rwYG8-SOLPED-20001508-1/4,0rwYG8-PEDIDO-4200001341,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-525-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de un (1) vehiculo cuyo registro es: 595.
INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001508-1,PEDIDO-4200001341,HNL,1587.0
ocds-lcuori-0rwYG8-SOLPED-20001507-1,ocds-lcuori-0rwYG8-SOLPED-20001507-1/4,0rwYG8-PEDIDO-4200001340,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-524-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de ocho (8) vehiculos cuyos registros son: 129, 390, 645, 767, 751, 775, 730 y 123.
INFORMACION: Leocadio Gamez 2239-6181/84",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001507-1,PEDIDO-4200001340,HNL,14306.0
ocds-lcuori-NLPmjG-GSCRE-004-2015-1,ocds-lcuori-NLPmjG-GSCRE-004-2015-1/3,NLPmjG-OC-007,2015-05-26T00:00:00-06:00,Viaje a Cancún México del 27 al 31 de mayo de 2015. Boleto aéreo Tega. Cancún-México- Tega. A favor de Angie Gabriela Sandres Ch. para asistir a reunión CEMLA,NLPmjG-gRNZxR,Unidad de Compras,goodsOrServices,NLPmjG-GSCRE-004-2015-1,OC-007,HNL,16877.6
ocds-lcuori-2LAdQr-LP-FV-RVP-050-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-050-2015-2/3,2LAdQr-F V - 0 3 - 2 0 1 6,2016-01-08T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-050-2015-2,F V - 0 3 - 2 0 1 6,HNL,1987101.16
ocds-lcuori-2LAdQr-LP-FV-RVP-052-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVP-052-2015-2/3,2LAdQr-FV - 220-2015,2015-12-15T00:00:00-06:00,OPERATIVO DE BACHEO ASFALTICO,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVP-052-2015-2,FV - 220-2015,HNL,1957935.96
ocds-lcuori-2LAdQr-COT-FV-RVP-026-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-026-2015-2/3,2LAdQr-F V - 219-2015,2015-12-15T00:00:00-06:00,"CONSULTORIA PARA LA SUPERVISION DEL PROYECTO: OPERATIVO DE BACHEO
ASFALTICO",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-026-2015-2,F V - 219-2015,HNL,232028.49
ocds-lcuori-2LAdQr-COT-FV-RVP-027-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVP-027-2015-2/3,2LAdQr-F V - 2 1 7 - 2 0 1 5,2015-12-14T00:00:00-06:00,"SUPERVISION DEL PROYECTO: OPERATIVO DE BACHEO
ASFALTICO",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVP-027-2015-2,F V - 2 1 7 - 2 0 1 5,HNL,328161.39
ocds-lcuori-2LAdQr-COT-FV-RVNP-24-2015-2,ocds-lcuori-2LAdQr-COT-FV-RVNP-24-2015-2/3,2LAdQr-FV-190-2015,2015-12-01T00:00:00-06:00,"SUPERVISION DE OBRAS PARA EL
MANTENIMIENTO PERIODICO Y RUTINARIO",2LAdQr-JLKQxR,Fondo Vial,consultingServices,2LAdQr-COT-FV-RVNP-24-2015-2,FV-190-2015,HNL,230813.22
ocds-lcuori-2LAdQr-COT-FV-ODM-20-2015-2,ocds-lcuori-2LAdQr-COT-FV-ODM-20-2015-2/3,2LAdQr-F V - 0 06 -2 0 1 6,2016-01-12T00:00:00-06:00,CONSTRUCCIÓN DE CAJA PUENTE SOBRE LA QUEBRADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-COT-FV-ODM-20-2015-2,F V - 0 06 -2 0 1 6,HNL,894985.39
ocds-lcuori-2LAdQr-LP-FV-RVNP-32-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-32-2015-2/3,2LAdQr-F V - 0 9 -20 1 6,2016-01-20T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO EN EL TRAMO DE LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-32-2015-2,F V - 0 9 -20 1 6,HNL,1344327.27
ocds-lcuori-7rBxpG-CDirecta No.12-2015-2,ocds-lcuori-7rBxpG-CDirecta No.12-2015-2/3,7rBxpG-011-2016,2016-02-01T00:00:00-06:00,"Contratación Directa No.12/2015 con la empresa GBM de Honduras, S.A. “Contratación del servicio de soporte técnico y actualización de licencias del software IBM Tivoli Storage Manager”.",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-CDirecta No.12-2015-2,011-2016,HNL,471531.46
ocds-lcuori-2LAdQr-LP-FV-RVNP-33-2015-2,ocds-lcuori-2LAdQr-LP-FV-RVNP-33-2015-2/3,2LAdQr-F V - 007-2016,2016-01-18T00:00:00-06:00,CONSTRUCCIÓN DE OBRAS PARA EL MANTENIMIENTO PERIODICO Y RUTINARIO EN EL TRAMO DE LA RED VIAL NO PAVIMENTADA,2LAdQr-JLKQxR,Fondo Vial,works,2LAdQr-LP-FV-RVNP-33-2015-2,F V - 007-2016,HNL,1950743.83
ocds-lcuori-PR8ooG-CM-117-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-117-CONAPID-2015-1/3,PR8ooG-179-CONAPID-2015,2016-06-07T00:00:00-06:00,COMPRA DE UNA GATA HIDRAULICA,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-117-CONAPID-2015-1,179-CONAPID-2015,HNL,629.0
ocds-lcuori-NLPAVG-2015-177-FN-INAM-1,ocds-lcuori-NLPAVG-2015-177-FN-INAM-1/3,NLPAVG-2015-177-FN-INAM,2016-05-31T00:00:00-06:00,COMPRA DE 20 REFRIGERIOS PARA PARTICIPANTES EN REUNION DE SEGUIMIENTO A  LAS ACCIONES DE CIUDD MUJER HONDURAS,NLPAVG-ERpqPr,Unidad Central,goodsOrServices,NLPAVG-2015-177-FN-INAM-1,2015-177-FN-INAM,HNL,3018.75
ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2/4,1RaMPR-MCA-THP-03-2016,2016-02-22T00:00:00-06:00,CUATRO (4) EVALUADORES DE PROCESOS DE ADQUISICIONES Y CONTRATACIONES PARA LA OFICINA DE NORMATIVA DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO (ONCAE),1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-09-2015-2,MCA-THP-03-2016,HNL,480000.0
ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2/4,1RaMPR-MCA-THP-04-2016,2016-02-22T00:00:00-06:00,CUATRO (4) EVALUADORES DE PROCESOS DE ADQUISICIONES Y CONTRATACIONES PARA LA OFICINA DE NORMATIVA DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO (ONCAE),1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-09-2015-2,MCA-THP-04-2016,HNL,480000.0
ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2/4,1RaMPR-MCA-THP-05-2016,2016-03-01T00:00:00-06:00,CUATRO (4) EVALUADORES DE PROCESOS DE ADQUISICIONES Y CONTRATACIONES PARA LA OFICINA DE NORMATIVA DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO (ONCAE),1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-09-2015-2,MCA-THP-05-2016,HNL,480000.0
ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2,ocds-lcuori-1RaMPR-IC-UMBRAL-09-2015-2/4,1RaMPR-MCA-THP-06-2016,2016-03-07T00:00:00-06:00,CUATRO (4) EVALUADORES DE PROCESOS DE ADQUISICIONES Y CONTRATACIONES PARA LA OFICINA DE NORMATIVA DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO (ONCAE),1RaMPR-7G3A5r,Adquisiciones MCA Honduras,consultingServices,1RaMPR-IC-UMBRAL-09-2015-2,MCA-THP-06-2016,HNL,480000.0
ocds-lcuori-kR0qDr-LPN-03-2015-2,ocds-lcuori-kR0qDr-LPN-03-2015-2/3,kR0qDr-012-2016,2016-01-04T00:00:00-06:00,"ADQUISICIÓN DE EQUIPO DE COMPUTO, LICENCIAS Y SOFTWARE",kR0qDr-yRlDRg,Unidad Central,goodsOrServices,kR0qDr-LPN-03-2015-2,012-2016,HNL,2569367.95
ocds-lcuori-kR0qDr-LPN-03-2015-2,ocds-lcuori-kR0qDr-LPN-03-2015-2/3,kR0qDr-019-2016,2016-03-14T00:00:00-06:00,"ADQUISICIÓN DE EQUIPO DE COMPUTO, LICENCIAS Y SOFTWARE",kR0qDr-yRlDRg,Unidad Central,goodsOrServices,kR0qDr-LPN-03-2015-2,019-2016,HNL,12331395.75
ocds-lcuori-WRzj0R-LPU-015-2015-2,ocds-lcuori-WRzj0R-LPU-015-2015-2/3,WRzj0R-015-2015,2016-03-01T00:00:00-06:00,"Adquisición Servicios de Seguridad: 1) Campus Central de Tegucigalpa, M.D.C., 2) CUR-SPS y CUR- La Ceiba",WRzj0R-JLKxGl,Unidad Central,goodsOrServices,WRzj0R-LPU-015-2015-2,015-2015,HNL,9973880.49
ocds-lcuori-WRzj0R-LPU-016-2015-2,ocds-lcuori-WRzj0R-LPU-016-2015-2/3,WRzj0R-016-2015,2016-03-01T00:00:00-06:00,"Adquisición Servicios de Limpieza e Higienización de la UPNFM, 1)Campus Central de Tegucigalpa, M.D.C., 2) CUR-SPS y 3) CUR- La Ceiba.",WRzj0R-JLKxGl,Unidad Central,goodsOrServices,WRzj0R-LPU-016-2015-2,016-2015,HNL,1184040.0
ocds-lcuori-WRzj0R-LPU-016-2015-2,ocds-lcuori-WRzj0R-LPU-016-2015-2/3,WRzj0R-016-2015-2,2016-03-01T00:00:00-06:00,"Adquisición Servicios de Limpieza e Higienización de la UPNFM, 1)Campus Central de Tegucigalpa, M.D.C., 2) CUR-SPS y 3) CUR- La Ceiba.",WRzj0R-JLKxGl,Unidad Central,goodsOrServices,WRzj0R-LPU-016-2015-2,016-2015-2,HNL,10143575.0
ocds-lcuori-PR8M9r-LPN-IP-002-2015-2,ocds-lcuori-PR8M9r-LPN-IP-002-2015-2/3,"PR8M9r-04-2016, 05-2016",2016-05-13T00:00:00-06:00,ADQUISICION DE EQUIPO PARA COMPUTACION DEL INSTITUTO DE LA PROPIEDAD ,PR8M9r-7rBMpR,Instituto de la Propiedad,goodsOrServices,PR8M9r-LPN-IP-002-2015-2,"04-2016, 05-2016",HNL,1023873.75
ocds-lcuori-PR8M9r-LPN-IP-003-2015-2,ocds-lcuori-PR8M9r-LPN-IP-003-2015-2/3,PR8M9r-003-2016,2016-02-29T00:00:00-06:00,ADQUISICION DE SEGURO DE VEHICULOS PARA EL INSTITUTO DE LA PROPIEDAD DURANTE EL AÑO 2016.,PR8M9r-7rBMpR,Instituto de la Propiedad,goodsOrServices,PR8M9r-LPN-IP-003-2015-2,003-2016,HNL,594452.37
ocds-lcuori-2LmqDL-LPuNBS-08-AMDC-217-2015-2,ocds-lcuori-2LmqDL-LPuNBS-08-AMDC-217-2015-2/3,2LmqDL-0368/GLCSI/AMDC/2016,2016-04-29T00:00:00-06:00,Adquisición de materiales para la construcción de obras menores,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,goodsOrServices,2LmqDL-LPuNBS-08-AMDC-217-2015-2,0368/GLCSI/AMDC/2016,HNL,7429000.0
ocds-lcuori-2LmqDL-LPuNBS-10-AMDC-223-2015-2,ocds-lcuori-2LmqDL-LPuNBS-10-AMDC-223-2015-2/3,2LmqDL-0836/GLCSI/AMDC/2016,2016-07-15T00:00:00-06:00,Adquisición de motocicletas para patrullaje en el Distrito Central,2LmqDL-DL9QxL,Alcaldía Municipal del Distrito Central,goodsOrServices,2LmqDL-LPuNBS-10-AMDC-223-2015-2,0836/GLCSI/AMDC/2016,HNL,3269783.33
ocds-lcuori-ERpWgG-COT-004-SRECI-2015-1,ocds-lcuori-ERpWgG-COT-004-SRECI-2015-1/3,ERpWgG-004-SRECI-2015,2016-01-05T00:00:00-06:00,MEJORAMIENTO DE ENLADRILLADO Y REPARACION DE GRADAS EN LA ENTRADA PRINCIPAL DEL EDIFICIO DE LA SRECI,ERpWgG-Er6JrN,Sub Gerencia de Recursos Materiales y Servicios Generales,works,ERpWgG-COT-004-SRECI-2015-1,004-SRECI-2015,HNL,498160.0
ocds-lcuori-PR8ooG-CM-132-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-132-CONAPID-2015-1/3,PR8ooG-182-CONAPID-2015,2016-06-08T00:00:00-06:00,"OBRAS DE DRENAJE DE AGUAS LLUVIAS ESTADIO MARCO AUGUSTO HERNANDEZ, MUNICIPIO DE GRACIAS DEPARTAMENTO LEMPIRA",PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-132-CONAPID-2015-1,182-CONAPID-2015,HNL,669683.51
ocds-lcuori-2LmA7L-UAP-281-2015-2,ocds-lcuori-2LmA7L-UAP-281-2015-2/4,2LmA7L-SCGG-UAP-14590-CI-037-2015,2015-11-02T00:00:00-06:00,"Consultoría Individual Nacional en Apoyo a la Planificación Estratégica de los Sectores de Desarrollo Social, Seguridad y Prevención",2LmA7L-gLn5gr,Unidad Administradora de Proyectos,consultingServices,2LmA7L-UAP-281-2015-2,SCGG-UAP-14590-CI-037-2015,HNL,282320.64
ocds-lcuori-PGJPBr-111-2015-4641-HN-1,ocds-lcuori-PGJPBr-111-2015-4641-HN-1/3,PGJPBr-0000,2016-06-15T00:00:00-06:00,enlace de dato relación y ancho de banda de 50 MB,PGJPBr-2Lmz0G,Unidad Central,goodsOrServices,PGJPBr-111-2015-4641-HN-1,0000,HNL,240099.3
ocds-lcuori-7rBxpG-LPública No.18-2015-2,ocds-lcuori-7rBxpG-LPública No.18-2015-2/3,7rBxpG-017-2016,2016-02-12T00:00:00-06:00,"CONTRATACIÓN DE LOS SERVICIOS DE ENLACES DE INTERNET Y ENLACES DE DATOS PRIVADOS PARA LOS EDIFICIOS PRINCIPAL, ANEXO, NUEVO EDIFICIO, CENTRO DE CAPACITACIÓN Y LAS SUCURSALES DEL BANCO CENTRAL DE HONDURAS",7rBxpG-vGZwRM,Unidad Central,goodsOrServices,7rBxpG-LPública No.18-2015-2,017-2016,HNL,551845.44
ocds-lcuori-0rwYG8-SOLPED-20001544-1,ocds-lcuori-0rwYG8-SOLPED-20001544-1/4,0rwYG8-PEDIDO-4500002844,2016-12-29T00:00:00-06:00,"Solicitante: Departamento de Servicios Generales DSG-695-2015
Atendiendo a solicitud de la Seccion de Transporte y como parte del mantenimiento que debe ser dado a la flota vehicular de la empresa. Se procede a gestionar el cambio de aceite de quince (15)con Memorando de justificacion DSG-698-2015.
 .
",0rwYG8-PLemLJ,Unidad Central,goodsOrServices,0rwYG8-SOLPED-20001544-1,PEDIDO-4500002844,HNL,23805.0
ocds-lcuori-NLP4qL-LPN-001-2015-2,ocds-lcuori-NLP4qL-LPN-001-2015-2/4,NLP4qL-CB-006-2015,2015-09-29T00:00:00-06:00,"Adquisición de Herrramientas diversas equipo de trabajo y seguridad laboral para la mancomunidad de Villanueva, Pimienta y San Manue, Cortés.",NLP4qL-NLPKrv,Unidad Administradora de Proyectos,goodsOrServices,NLP4qL-LPN-001-2015-2,CB-006-2015,HNL,284259.68
ocds-lcuori-PR8ooG-CM-134-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-134-CONAPID-2015-1/3,PR8ooG-183-CONAPID-2015,2016-06-08T00:00:00-06:00,COMPRA DE 4 BARNER 120CM X 8CM,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-134-CONAPID-2015-1,183-CONAPID-2015,HNL,16560.0
ocds-lcuori-PR8ooG-CM-135-CONAPID-2015-1,ocds-lcuori-PR8ooG-CM-135-CONAPID-2015-1/3,PR8ooG-184-CONAPID-2015,2016-06-08T00:00:00-06:00,COMPRA DE 4 JUEGOS DE UNIFORMES DE FUTBOL,PR8ooG-NrdqVL,Unidad Central,goodsOrServices,PR8ooG-CM-135-CONAPID-2015-1,184-CONAPID-2015,HNL,16560.0
